"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",5,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"12",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"14",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"20",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"25",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"27",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"29",3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"30",4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"31",4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"32",4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"33",4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"34",4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"35",3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"36",2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"39",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"40",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"41",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"45",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"47",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"51",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"52",4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"53",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"54",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"55",3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"56",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",7,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0
"58",5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"59",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"61",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"63",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"65",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"66",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"67",2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"68",4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"69",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"70",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"72",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"73",4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"74",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"75",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"77",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"79",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
