"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",9,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
"2",7,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
"3",10,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
"4",8,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
"5",8,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0
"6",11,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0
"7",8,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"8",12,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0
"9",12,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0
"10",8,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0
"11",7,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"12",8,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0
"13",11,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0
"14",9,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0
"15",6,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0
"16",11,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0
"17",5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"18",9,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
"19",14,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0
"20",12,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0
"21",9,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
"22",8,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0
"23",12,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0
"24",7,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0
"25",10,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0
"26",9,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0
"27",10,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0
"28",5,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
"29",10,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0
"30",10,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
"31",10,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
"32",8,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
"33",11,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0
"34",8,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0
"35",9,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0
"36",10,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0
"37",10,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0
"38",16,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"39",12,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
"40",13,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0
"41",8,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"42",12,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0
"43",9,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0
"44",12,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
"45",7,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"46",6,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"47",11,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0
"48",6,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"49",11,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0
"50",9,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
"51",7,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"52",10,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0
"53",9,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
"54",11,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0
"55",8,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0
"56",11,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0
"57",6,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
"58",10,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0
"59",7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
"60",13,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
"61",8,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0
"62",10,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0
"63",11,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0
"64",13,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0
"65",10,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
"66",9,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
"67",11,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0
"68",13,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0
"69",12,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0
