"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
"2",6,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"3",11,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
"4",8,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
"5",5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"6",10,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0
"7",10,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
"8",10,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0
"9",12,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0
"10",8,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0
"11",11,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0
"12",13,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0
"13",13,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0
"14",7,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
"15",11,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0
"16",10,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
"17",9,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
"18",12,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0
"19",10,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0
"20",9,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
"21",9,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
"22",11,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0
"23",9,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0
"24",8,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"25",13,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0
"26",5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"27",9,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0
"28",10,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0
"29",11,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
"30",11,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0
"31",13,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0
"32",7,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"33",11,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0
"34",11,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0
"35",6,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"36",11,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
"37",5,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
