"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",3,1,1,0,0,0,0,1,0,0,0
"2",2,0,0,0,0,0,0,0,1,1,0
"3",5,1,1,0,1,1,0,0,0,1,0
"4",5,1,1,0,1,0,1,0,1,0,0
"5",5,1,0,0,0,1,0,1,1,1,0
"6",5,0,1,0,1,0,1,0,1,1,0
"7",3,0,0,1,0,1,0,0,0,1,0
"8",8,1,1,1,0,1,1,1,1,1,0
"9",6,1,0,1,1,1,0,0,1,1,0
"10",5,1,1,0,1,0,1,1,0,0,0
"11",2,1,0,0,0,0,0,0,1,0,0
"12",3,0,0,1,1,1,0,0,0,0,0
"13",5,1,0,1,0,1,0,0,1,1,0
"14",6,0,0,1,1,1,0,1,1,1,0
"15",5,1,1,1,0,1,0,0,1,0,0
"16",6,0,0,1,0,1,1,1,1,1,0
"17",4,0,0,0,0,1,1,1,1,0,0
"18",4,0,1,0,1,0,1,0,0,1,0
"19",4,1,0,1,0,1,0,0,1,0,0
"20",5,1,1,1,0,0,0,0,1,1,0
"21",3,0,1,0,0,0,0,0,1,1,0
"22",6,1,1,1,0,1,1,0,1,0,0
"23",4,0,1,0,1,1,0,0,1,0,0
"24",4,0,0,0,1,1,0,0,1,1,0
"25",4,0,1,0,0,1,0,1,1,0,0
"26",4,0,1,1,1,0,0,0,0,1,0
"27",7,1,0,1,1,1,1,0,1,1,0
"28",5,1,1,1,1,1,0,0,0,0,0
"29",4,1,0,1,0,1,0,0,1,0,0
"30",5,1,0,1,1,0,0,0,1,1,0
"31",5,0,1,1,1,1,0,0,1,0,0
"32",6,0,1,1,0,1,0,1,1,1,0
"33",4,0,1,1,1,0,0,0,1,0,0
"34",3,0,0,0,1,0,1,1,0,0,0
"35",6,1,1,0,1,1,1,1,0,0,0
"36",3,1,0,1,0,0,0,0,0,1,0
"37",3,0,0,1,0,0,0,1,0,1,0
"38",2,0,0,0,0,1,0,0,0,1,0
"39",5,1,0,1,0,1,1,1,0,0,0
"40",7,1,1,1,0,1,1,1,0,1,0
"41",6,0,1,1,1,0,0,1,1,1,0
"42",8,1,1,0,1,1,1,1,1,1,0
"43",6,1,1,0,0,1,1,0,1,1,0
"44",4,0,0,0,1,0,1,0,1,1,0
"45",5,1,1,0,0,1,0,0,1,1,0
"46",2,0,1,0,1,0,0,0,0,0,0
"47",5,0,0,1,0,1,0,1,1,1,0
"48",4,1,0,1,1,1,0,0,0,0,0
"49",3,1,1,0,0,0,0,1,0,0,0
"50",4,0,0,0,0,1,0,1,1,1,0
"51",2,1,0,1,0,0,0,0,0,0,0
"52",3,1,1,0,0,0,1,0,0,0,0
"53",2,1,1,0,0,0,0,0,0,0,0
"54",6,1,1,1,1,0,1,1,0,0,0
"55",3,0,1,0,0,0,0,1,0,1,0
"56",7,0,1,1,1,1,0,1,1,1,0
"57",6,0,0,1,1,1,0,1,1,1,0
"58",4,0,1,0,0,1,1,0,1,0,0
"59",3,1,1,0,0,0,1,0,0,0,0
"60",5,1,0,1,1,1,0,0,0,1,0
"61",4,0,1,0,0,1,0,1,1,0,0
"62",4,1,0,0,1,0,0,1,1,0,0
"63",5,1,0,1,0,0,1,1,1,0,0
"64",6,1,0,1,1,1,1,0,0,1,0
"65",1,0,0,0,0,1,0,0,0,0,0
"66",4,1,0,0,1,0,0,1,0,1,0
"67",5,0,1,0,0,1,0,1,1,1,0
"68",5,1,1,0,0,1,0,1,0,1,0
"69",3,0,0,1,0,0,0,1,1,0,0
"70",3,1,0,1,0,0,1,0,0,0,0
"71",5,1,1,1,1,0,0,1,0,0,0
"72",4,0,0,1,1,0,1,1,0,0,0
"73",6,1,1,1,1,0,0,1,1,0,0
"74",6,1,1,0,1,1,0,1,0,1,0
"75",3,1,0,0,0,1,0,0,1,0,0
"76",4,1,0,0,0,1,0,1,1,0,0
"77",6,1,1,1,1,0,0,0,1,1,0
"78",5,0,1,1,0,0,1,1,0,1,0
"79",3,0,1,0,0,1,0,0,0,1,0
"80",3,1,0,1,1,0,0,0,0,0,0
"81",3,0,1,0,0,1,1,0,0,0,0
"82",6,1,1,0,1,1,0,1,0,1,0
"83",6,1,1,0,1,0,1,1,0,1,0
"84",3,0,0,1,0,0,1,0,1,0,0
"85",4,1,1,0,1,0,0,1,0,0,0
"86",3,0,0,1,0,1,1,0,0,0,0
"87",5,1,0,1,1,1,0,0,1,0,0
"88",5,1,0,0,1,1,1,0,0,1,0
"89",2,1,0,0,1,0,0,0,0,0,0
"90",6,1,1,1,1,0,1,0,1,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
