"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",2,0,0,0,0,1,0,0,0,1,0
"2",3,0,1,0,0,0,0,1,1,0,0
"3",4,1,0,1,0,0,1,0,1,0,0
"4",3,0,0,0,1,0,0,1,0,1,0
"5",3,0,0,1,0,1,0,0,0,1,0
"6",7,1,1,0,1,1,0,1,1,1,0
"7",6,1,0,0,1,1,1,0,1,1,0
"8",6,1,0,1,1,0,1,1,0,1,0
"9",4,1,1,0,0,0,0,1,0,1,0
"10",2,1,1,0,0,0,0,0,0,0,0
"11",3,1,1,1,0,0,0,0,0,0,0
"12",5,0,0,1,1,0,0,1,1,1,0
"13",4,0,0,0,1,1,1,0,0,1,0
"14",6,1,1,1,1,0,1,0,0,1,0
"15",4,1,0,1,0,1,0,0,1,0,0
"16",2,0,0,0,0,0,1,1,0,0,0
"17",5,1,1,0,0,0,1,1,0,1,0
"18",3,0,0,0,0,0,0,1,1,1,0
"19",4,1,0,1,0,0,1,0,0,1,0
"20",3,0,0,0,1,0,0,1,1,0,0
"21",4,0,0,1,1,0,0,1,1,0,0
"22",4,0,0,0,0,1,1,1,0,1,0
"23",3,1,0,0,0,0,1,0,1,0,0
"24",5,0,1,1,1,0,0,1,1,0,0
"25",7,1,1,1,1,1,0,0,1,1,0
"26",3,0,0,1,1,1,0,0,0,0,0
"27",3,0,0,0,1,1,0,1,0,0,0
"28",5,0,1,1,0,0,1,1,0,1,0
"29",5,1,0,0,0,0,1,1,1,1,0
"30",6,1,1,1,1,0,1,0,1,0,0
"31",4,1,0,1,1,0,0,0,1,0,0
"32",5,0,0,1,1,0,0,1,1,1,0
"33",6,1,1,1,0,0,1,0,1,1,0
"34",3,1,0,1,0,0,0,1,0,0,0
"35",6,0,1,1,1,1,0,0,1,1,0
"36",4,0,0,1,1,1,0,0,0,1,0
"37",4,0,1,0,1,1,0,0,1,0,0
"38",6,0,1,1,1,1,1,0,1,0,0
"39",3,1,0,0,0,1,0,1,0,0,0
"40",6,1,1,1,1,0,0,0,1,1,0
"41",1,0,0,0,0,0,0,0,0,1,0
"42",8,1,0,1,1,1,1,1,1,1,0
"43",3,0,0,0,0,0,1,0,1,1,0
"44",4,0,1,1,0,0,0,0,1,1,0
"45",4,0,0,1,1,0,0,1,0,1,0
"46",6,1,1,1,0,1,0,1,1,0,0
"47",4,1,0,0,1,0,1,1,0,0,0
"48",4,0,1,0,1,0,1,1,0,0,0
"49",4,1,1,0,0,0,0,0,1,1,0
"50",3,1,0,1,0,1,0,0,0,0,0
"51",4,1,1,0,0,0,1,0,1,0,0
"52",3,0,1,0,0,1,1,0,0,0,0
"53",6,1,1,0,0,1,1,1,0,1,0
"54",3,1,0,1,0,0,0,1,0,0,0
"55",4,0,0,0,1,1,0,0,1,1,0
"56",5,1,0,1,1,1,0,0,0,1,0
"57",6,1,1,1,1,1,0,1,0,0,0
"58",4,0,0,0,1,1,1,0,1,0,0
"59",5,0,1,0,1,0,1,1,0,1,0
"60",4,0,1,0,1,0,1,0,0,1,0
"61",2,0,0,1,1,0,0,0,0,0,0
"62",5,1,0,0,1,1,0,1,1,0,0
"63",4,1,0,1,1,0,0,0,0,1,0
"64",5,0,0,1,1,1,1,1,0,0,0
"65",5,1,0,1,0,1,0,1,0,1,0
"66",6,1,0,0,1,0,1,1,1,1,0
"67",3,0,0,1,0,1,0,0,0,1,0
"68",3,0,1,1,0,0,1,0,0,0,0
"69",4,0,0,1,1,0,0,0,1,1,0
"70",7,1,1,1,0,1,1,1,0,1,0
"71",4,1,1,0,1,0,1,0,0,0,0
"72",4,1,1,0,0,1,0,0,1,0,0
"73",3,0,0,0,1,1,1,0,0,0,0
"74",7,1,1,1,0,1,0,1,1,1,0
"75",6,0,1,1,1,0,1,1,1,0,0
"76",6,1,0,1,1,1,1,0,1,0,0
"77",2,0,0,0,0,1,1,0,0,0,0
"78",4,1,0,0,1,1,0,1,0,0,0
"79",3,0,1,0,0,0,1,0,0,1,0
"80",6,1,0,1,1,0,0,1,1,1,0
"81",2,0,0,1,0,0,0,0,1,0,0
"82",6,1,0,0,1,1,0,1,1,1,0
"83",4,1,1,0,0,0,0,1,0,1,0
"84",5,1,0,0,1,1,0,0,1,1,0
"85",4,0,1,1,0,1,0,0,0,1,0
"86",6,1,0,1,0,1,1,1,1,0,0
"87",4,1,0,1,0,1,0,0,1,0,0
"88",5,1,1,0,0,1,0,1,1,0,0
"89",3,1,1,0,0,0,0,1,0,0,0
"90",3,0,0,0,1,0,1,1,0,0,0
"91",3,1,0,0,1,0,0,0,1,0,0
"92",4,1,1,0,0,1,0,0,0,1,0
"93",5,1,0,1,1,0,1,0,0,1,0
"94",5,1,0,0,1,1,1,0,0,1,0
"95",6,1,0,1,0,1,1,1,0,1,0
"96",4,1,0,1,0,0,0,0,1,1,0
"97",5,0,1,0,0,1,0,1,1,1,0
"98",3,1,0,0,1,0,0,0,0,1,0
"99",6,1,1,1,0,1,0,1,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,1
