"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",5,1,1,0,0,1,0,1,0,1,0
"2",6,0,0,1,1,1,1,0,1,1,0
"3",3,0,0,0,1,1,0,0,0,1,0
"4",4,0,1,1,1,0,0,0,0,1,0
"5",3,0,1,0,1,1,0,0,0,0,0
"6",4,1,0,0,0,1,1,0,1,0,0
"7",6,0,1,0,1,1,0,1,1,1,0
"8",5,0,0,0,1,1,0,1,1,1,0
"9",5,1,1,0,0,1,1,0,1,0,0
"10",4,0,0,1,0,1,1,1,0,0,0
"11",6,0,1,0,1,1,0,1,1,1,0
"12",4,0,0,1,1,1,0,1,0,0,0
"13",4,0,0,0,0,0,1,1,1,1,0
"14",4,0,0,0,1,0,1,0,1,1,0
"15",7,1,0,1,1,1,1,1,0,1,0
"16",5,0,1,1,0,1,0,1,0,1,0
"17",2,0,0,0,0,0,0,1,1,0,0
"18",4,0,1,0,0,0,1,1,0,1,0
"19",2,1,0,0,0,0,1,0,0,0,0
"20",6,1,1,0,0,1,0,1,1,1,0
"21",4,1,0,0,1,1,0,0,1,0,0
"22",4,1,1,0,1,1,0,0,0,0,0
"23",2,1,0,1,0,0,0,0,0,0,0
"24",2,1,0,0,1,0,0,0,0,0,0
"25",6,1,1,1,1,0,1,1,0,0,0
"26",2,0,0,0,0,0,0,1,0,1,0
"27",5,1,1,1,1,0,0,1,0,0,0
"28",1,0,0,1,0,0,0,0,0,0,0
"29",4,0,0,1,1,0,0,1,1,0,0
"30",5,0,0,1,1,1,0,0,1,1,0
"31",3,0,1,0,0,0,1,0,0,1,0
"32",6,1,0,0,1,1,1,1,1,0,0
"33",4,1,1,0,1,0,1,0,0,0,0
"34",5,0,0,0,1,1,1,1,1,0,0
"35",6,0,1,1,1,1,0,1,0,1,0
"36",5,0,1,1,1,0,0,1,0,1,0
"37",6,1,1,0,1,0,0,1,1,1,0
"38",5,0,1,1,1,0,0,1,0,1,0
"39",4,0,1,1,1,0,0,1,0,0,0
"40",7,0,1,1,1,1,1,0,1,1,0
"41",1,0,0,0,1,0,0,0,0,0,0
"42",4,0,1,0,0,1,1,1,0,0,0
"43",5,1,0,0,0,1,1,1,0,1,0
"44",5,1,1,0,0,1,1,0,1,0,0
"45",6,1,1,1,0,1,1,1,0,0,0
"46",4,1,1,0,0,1,1,0,0,0,0
"47",5,0,0,0,1,1,0,1,1,1,0
"48",4,1,0,0,1,1,0,0,1,0,0
"49",5,1,0,1,0,1,0,1,1,0,0
"50",4,1,0,0,0,1,1,0,1,0,0
"51",5,0,1,1,1,0,1,0,0,1,0
"52",6,1,1,0,1,1,0,1,1,0,0
"53",6,1,1,1,0,1,1,0,0,1,0
"54",7,1,0,0,1,1,1,1,1,1,0
"55",2,0,0,1,0,0,0,1,0,0,0
"56",3,0,0,1,0,0,1,0,0,1,0
"57",5,0,0,1,1,1,1,0,1,0,0
"58",6,0,1,0,0,1,1,1,1,1,0
"59",6,0,0,1,1,1,1,1,0,1,0
"60",5,1,0,1,0,1,0,1,0,1,0
"61",4,0,1,0,1,0,1,0,1,0,0
"62",2,0,1,0,0,0,0,0,1,0,0
"63",4,0,0,1,0,1,1,1,0,0,0
"64",5,0,0,1,1,1,1,1,0,0,0
"65",3,1,0,1,0,0,0,0,1,0,0
"66",4,0,1,0,0,1,0,1,0,1,0
"67",4,0,1,1,0,0,0,1,1,0,0
"68",6,0,1,1,1,1,0,1,0,1,0
"69",3,0,0,0,0,1,1,1,0,0,0
"70",7,1,1,1,1,1,1,0,0,1,0
"71",6,1,1,1,0,0,1,1,1,0,0
"72",2,0,1,0,0,0,1,0,0,0,0
"73",5,1,0,0,0,0,1,1,1,1,0
"74",5,0,1,1,1,0,0,0,1,1,0
"75",2,1,0,0,0,0,0,0,1,0,0
"76",3,0,1,0,0,1,0,0,1,0,0
"77",5,1,1,0,1,0,0,0,1,1,0
"78",3,0,0,1,0,1,0,0,0,1,0
"79",6,0,1,1,0,1,1,1,0,1,0
"80",5,0,1,1,0,0,1,1,0,1,0
"81",3,0,1,0,0,1,1,0,0,0,0
"82",3,0,0,0,0,1,1,0,0,1,0
"83",7,1,1,0,1,1,1,1,1,0,0
"84",4,0,1,0,0,0,1,1,0,1,0
"85",3,0,1,0,1,1,0,0,0,0,0
"86",5,1,0,1,1,1,0,0,1,0,0
"87",4,0,0,1,1,0,0,1,1,0,0
"88",6,0,0,1,1,1,1,1,1,0,0
"89",4,1,1,1,0,0,0,0,0,1,0
"90",6,0,1,0,1,1,1,1,0,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
