"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4",2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5",3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"6",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"8",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"11",4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"12",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"13",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"14",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"16",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"17",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"19",4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"22",3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"23",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"31",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"34",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"37",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"42",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"45",2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"46",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"47",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"48",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"49",6,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
"50",3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"51",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"52",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"55",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"56",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"59",3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"60",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"61",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"63",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"64",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"65",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"66",3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"67",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"68",3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"69",3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"70",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"71",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"74",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"75",5,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"78",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"79",3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"80",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"81",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"82",3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"83",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"84",3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"85",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"86",3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"89",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"90",2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"91",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"93",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"94",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"95",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"96",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"97",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"98",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"99",4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
