"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"4",5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
"5",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"6",4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"7",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"8",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"9",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"12",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"14",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"15",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"16",3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"17",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"22",4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"23",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"30",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"31",4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"32",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"33",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"34",5,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"35",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"37",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"38",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"39",4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"40",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"41",4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"42",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"43",2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"44",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"45",2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"46",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"48",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"51",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"53",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"54",3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"58",2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"60",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"62",3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"63",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"64",3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"65",4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"69",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"70",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"71",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"72",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"75",3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"76",3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"77",4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"80",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"85",5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"86",2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"92",3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"93",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"94",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"95",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"97",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"99",4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
