"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",10,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
"2",8,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"3",14,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0
"4",7,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"5",9,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0
"6",10,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0
"7",10,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
"8",8,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
"9",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"10",8,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0
"11",13,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0
"12",6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
"13",10,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0
"14",11,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
"15",8,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"16",10,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
"17",11,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0
"18",11,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0
"19",11,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0
"20",8,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0
