"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",5,0,0,1,1,1,0,0,1,1,0
"2",7,1,1,1,1,1,0,1,1,0,0
"3",2,0,0,1,0,0,0,0,0,1,0
"4",6,1,0,0,1,1,1,0,1,1,0
"5",5,0,1,1,1,1,0,1,0,0,0
"6",4,0,0,0,0,1,1,1,0,1,0
"7",5,1,0,1,1,0,0,1,1,0,0
"8",5,0,1,0,1,0,1,0,1,1,0
"9",4,0,0,0,1,0,1,0,1,1,0
"10",5,0,1,0,0,1,1,0,1,1,0
"11",5,1,1,0,1,0,1,0,0,1,0
"12",5,1,1,1,0,0,0,1,1,0,0
"13",7,1,1,1,0,1,1,1,1,0,0
"14",4,0,1,0,0,0,1,0,1,1,0
"15",3,0,1,0,0,1,0,0,1,0,0
"16",2,1,0,0,0,0,0,1,0,0,0
"17",3,0,1,0,0,1,0,0,1,0,0
"18",4,0,0,1,0,1,1,0,0,1,0
"19",7,1,1,1,1,0,1,1,1,0,0
"20",7,0,0,1,1,1,1,1,1,1,0
"21",4,0,0,1,1,0,1,0,0,1,0
"22",4,0,0,0,0,0,1,1,1,1,0
"23",5,1,0,1,0,0,1,1,0,1,0
"24",1,0,0,0,0,1,0,0,0,0,0
"25",3,1,0,0,1,1,0,0,0,0,0
"26",4,0,1,1,0,1,1,0,0,0,0
"27",5,0,1,0,1,1,1,0,1,0,0
"28",5,0,1,1,1,0,1,1,0,0,0
"29",6,1,1,1,1,1,0,0,1,0,0
"30",3,1,1,0,0,0,1,0,0,0,0
"31",4,0,0,0,1,0,1,0,1,1,0
"32",5,0,1,1,0,1,0,1,0,1,0
"33",5,1,1,1,0,1,0,1,0,0,0
"34",7,1,0,1,1,1,1,1,0,1,0
"35",2,0,0,0,1,0,0,1,0,0,0
"36",6,1,1,0,1,1,0,1,0,1,0
"37",4,1,0,0,1,0,1,1,0,0,0
"38",6,1,1,1,0,0,1,0,1,1,0
"39",6,1,1,1,0,1,1,0,1,0,0
"40",4,1,1,1,0,0,0,0,1,0,0
"41",3,1,0,0,0,1,1,0,0,0,0
"42",5,0,1,1,0,0,1,0,1,1,0
"43",4,0,1,0,1,0,0,1,0,1,0
"44",4,0,0,0,1,1,0,1,0,1,0
"45",6,1,1,0,1,0,1,0,1,1,0
"46",4,1,0,1,0,0,1,0,1,0,0
"47",4,1,0,1,1,0,0,1,0,0,0
"48",7,1,1,1,1,0,1,1,1,0,0
"49",5,0,0,1,1,1,1,0,1,0,0
"50",6,1,1,0,0,1,0,1,1,1,0
"51",5,0,1,1,1,0,0,1,1,0,0
"52",4,0,0,1,1,0,0,1,1,0,0
"53",5,1,0,0,0,0,1,1,1,1,0
"54",5,1,1,1,0,0,1,1,0,0,0
"55",6,1,0,1,1,1,1,0,1,0,0
"56",3,0,1,0,0,0,1,0,1,0,0
"57",5,0,1,0,1,1,1,1,0,0,0
"58",4,0,1,0,1,0,0,1,1,0,0
"59",5,0,1,1,0,1,0,0,1,1,0
"60",6,1,1,0,1,1,0,1,1,0,0
"61",6,0,1,1,1,1,0,0,1,1,0
"62",7,1,1,1,1,0,0,1,1,1,0
"63",1,0,1,0,0,0,0,0,0,0,0
"64",3,0,0,1,0,0,0,0,1,1,0
"65",4,1,1,0,0,1,0,0,0,1,0
"66",3,0,1,0,0,1,0,0,1,0,0
"67",4,0,0,0,0,1,1,1,1,0,0
"68",3,1,0,1,0,0,0,1,0,0,0
"69",3,0,1,1,0,0,0,0,0,1,0
"70",5,0,1,1,1,0,0,0,1,1,0
"71",4,1,1,0,0,0,0,1,1,0,0
"72",5,1,0,0,1,1,1,0,1,0,0
"73",4,0,0,0,0,1,1,1,0,1,0
"74",4,0,0,1,0,0,1,0,1,1,0
"75",3,0,0,1,0,1,1,0,0,0,0
"76",4,1,0,0,1,0,1,0,0,1,0
"77",3,0,0,0,1,0,0,1,1,0,0
"78",5,0,1,1,0,1,0,1,0,1,0
"79",4,1,0,1,0,1,0,0,1,0,0
"80",4,1,0,0,0,0,1,1,1,0,0
"81",4,1,0,0,0,0,1,1,0,1,0
"82",1,0,0,0,0,0,1,0,0,0,0
"83",7,0,1,1,0,1,1,1,1,1,0
"84",2,0,0,1,0,0,0,0,0,1,0
"85",3,0,1,0,1,0,0,1,0,0,0
"86",4,1,0,1,0,1,1,0,0,0,0
"87",5,1,0,1,1,0,0,0,1,1,0
"88",7,1,0,0,1,1,1,1,1,1,0
"89",2,0,0,0,1,0,0,0,1,0,0
"90",4,0,1,0,1,1,0,0,0,1,0
"91",5,0,0,1,0,1,1,0,1,1,0
"92",4,0,1,0,1,0,1,0,0,1,0
"93",4,1,1,0,0,1,0,0,0,1,0
"94",7,1,0,1,1,0,1,1,1,1,0
"95",5,1,1,0,0,1,1,0,0,1,0
"96",6,0,1,1,1,0,1,1,0,1,0
"97",6,1,0,1,0,1,1,0,1,1,0
"98",4,0,0,1,1,0,1,0,0,1,0
"99",4,1,0,1,1,0,0,1,0,0,0
"100",1,0,0,0,0,0,0,0,0,0,1
