"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",5,0,1,1,1,0,1,0,0,1,0
"2",6,0,0,1,1,1,0,1,1,1,0
"3",4,1,0,0,1,0,0,0,1,1,0
"4",6,1,1,0,1,0,0,1,1,1,0
"5",5,1,1,1,0,0,1,0,0,1,0
"6",3,0,1,0,0,0,1,0,0,1,0
"7",6,0,0,1,1,1,1,1,1,0,0
"8",5,1,1,0,1,1,0,0,0,1,0
"9",6,0,1,1,1,0,0,1,1,1,0
"10",5,1,1,1,1,0,0,0,1,0,0
"11",3,1,0,0,0,1,1,0,0,0,0
"12",6,1,1,1,1,0,0,1,1,0,0
"13",7,1,1,1,0,1,0,1,1,1,0
"14",5,0,0,1,1,0,1,0,1,1,0
"15",4,1,0,0,1,1,1,0,0,0,0
"16",5,0,1,1,0,1,1,1,0,0,0
"17",2,1,0,0,1,0,0,0,0,0,0
"18",5,1,1,1,0,1,0,0,0,1,0
"19",6,0,1,1,1,1,0,1,0,1,0
"20",1,0,0,0,0,0,0,1,0,0,0
"21",6,1,1,0,1,1,0,1,1,0,0
"22",3,0,0,0,1,1,1,0,0,0,0
"23",4,0,1,1,0,1,1,0,0,0,0
"24",2,0,0,1,0,0,0,0,0,1,0
"25",5,1,0,1,1,1,1,0,0,0,0
"26",2,0,0,0,1,0,0,0,1,0,0
"27",3,1,0,0,0,0,0,0,1,1,0
"28",5,0,1,0,0,1,1,1,0,1,0
"29",5,1,0,1,0,1,0,1,1,0,0
"30",5,0,0,0,1,1,0,1,1,1,0
"31",5,1,0,1,0,0,1,1,0,1,0
"32",5,1,1,1,1,0,0,1,0,0,0
"33",6,0,1,1,0,1,0,1,1,1,0
"34",4,0,1,1,0,0,1,1,0,0,0
"35",6,0,0,1,1,0,1,1,1,1,0
"36",6,0,1,1,1,1,0,1,0,1,0
"37",4,0,0,1,0,1,0,1,1,0,0
"38",6,1,0,1,1,1,1,0,1,0,0
"39",4,0,1,0,0,1,0,1,0,1,0
"40",2,0,0,0,0,1,0,0,0,1,0
"41",5,0,1,1,1,0,1,1,0,0,0
"42",4,1,0,0,1,1,1,0,0,0,0
"43",3,0,0,1,0,1,0,0,1,0,0
"44",2,0,0,1,1,0,0,0,0,0,0
"45",4,1,1,0,0,0,1,0,0,1,0
"46",4,1,0,0,0,1,1,0,1,0,0
"47",5,0,1,0,1,0,1,1,1,0,0
"48",5,0,0,1,1,1,1,0,0,1,0
"49",6,0,1,0,1,1,1,1,0,1,0
"50",4,0,0,1,0,1,1,1,0,0,0
"51",3,0,0,0,0,1,0,1,0,1,0
"52",8,0,1,1,1,1,1,1,1,1,0
"53",5,0,1,1,1,0,1,0,0,1,0
"54",6,1,1,1,0,1,0,1,1,0,0
"55",1,0,0,1,0,0,0,0,0,0,0
"56",8,0,1,1,1,1,1,1,1,1,0
"57",4,0,0,0,1,0,1,1,0,1,0
"58",5,0,0,1,0,1,1,1,0,1,0
"59",5,1,0,0,1,1,1,0,1,0,0
"60",5,0,1,0,1,0,1,0,1,1,0
"61",5,0,0,1,0,1,1,1,0,1,0
"62",2,0,1,0,1,0,0,0,0,0,0
"63",4,1,0,1,0,0,1,0,0,1,0
"64",5,0,1,1,1,0,1,1,0,0,0
"65",6,1,1,0,1,1,0,1,1,0,0
"66",5,1,0,0,1,0,1,1,0,1,0
"67",9,1,1,1,1,1,1,1,1,1,0
"68",5,0,0,1,1,1,0,1,0,1,0
"69",4,1,0,0,1,1,0,0,0,1,0
"70",6,1,1,0,1,1,1,1,0,0,0
"71",6,0,1,1,0,1,1,1,1,0,0
"72",5,0,1,0,0,1,1,0,1,1,0
"73",5,0,0,1,1,1,0,1,0,1,0
"74",8,1,1,1,1,1,1,1,1,0,0
"75",4,1,1,0,1,0,0,0,0,1,0
"76",5,0,1,0,0,0,1,1,1,1,0
"77",4,0,0,0,1,0,1,1,0,1,0
"78",5,0,1,1,1,0,0,1,0,1,0
"79",4,0,1,1,0,1,0,0,0,1,0
"80",5,1,1,0,1,0,1,0,1,0,0
"81",5,1,0,0,1,1,0,1,1,0,0
"82",5,1,1,0,0,1,1,0,0,1,0
"83",3,1,1,0,0,0,0,0,0,1,0
"84",6,1,1,1,1,1,1,0,0,0,0
"85",3,0,1,0,0,1,0,1,0,0,0
"86",3,0,1,0,0,0,0,1,1,0,0
"87",4,1,0,1,0,1,0,0,0,1,0
"88",4,1,0,1,0,1,1,0,0,0,0
"89",3,0,1,0,0,0,1,0,1,0,0
"90",5,1,1,0,0,0,1,0,1,1,0
"91",5,0,1,0,1,1,1,1,0,0,0
"92",4,1,1,1,1,0,0,0,0,0,0
"93",4,1,0,1,0,0,1,0,1,0,0
"94",3,0,0,0,0,1,1,1,0,0,0
"95",4,1,1,0,1,0,0,1,0,0,0
"96",6,0,1,1,0,0,1,1,1,1,0
"97",3,1,0,1,0,0,0,0,1,0,0
"98",1,0,1,0,0,0,0,0,0,0,0
"99",6,1,1,0,1,0,1,1,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,1
