"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",7,1,1,1,0,1,1,1,0,1,0
"2",9,1,1,1,1,1,1,1,1,1,0
"3",7,1,1,1,1,1,1,1,0,0,0
"4",8,1,1,1,1,1,1,0,1,1,0
"5",9,1,1,1,1,1,1,1,1,1,0
"6",9,1,1,1,1,1,1,1,1,1,0
"7",9,1,1,1,1,1,1,1,1,1,0
"8",7,1,1,1,1,1,1,1,0,0,0
"9",8,1,1,1,1,1,0,1,1,1,0
"10",7,1,1,1,1,1,1,1,0,0,0
"11",8,0,1,1,1,1,1,1,1,1,0
"12",8,1,1,1,1,1,1,1,1,0,0
"13",9,1,1,1,1,1,1,1,1,1,0
"14",9,1,1,1,1,1,1,1,1,1,0
"15",9,1,1,1,1,1,1,1,1,1,0
"16",6,0,1,1,0,1,1,1,1,0,0
"17",8,0,1,1,1,1,1,1,1,1,0
"18",8,1,1,1,1,1,1,1,0,1,0
"19",9,1,1,1,1,1,1,1,1,1,0
"20",7,1,0,0,1,1,1,1,1,1,0
"21",9,1,1,1,1,1,1,1,1,1,0
"22",7,1,0,1,1,1,1,1,0,1,0
"23",7,1,0,1,1,1,0,1,1,1,0
"24",9,1,1,1,1,1,1,1,1,1,0
"25",9,1,1,1,1,1,1,1,1,1,0
"26",8,1,1,1,1,1,1,1,0,1,0
"27",7,0,1,0,1,1,1,1,1,1,0
"28",7,0,1,1,0,1,1,1,1,1,0
"29",8,1,1,1,1,1,1,0,1,1,0
"30",9,1,1,1,1,1,1,1,1,1,0
"31",9,1,1,1,1,1,1,1,1,1,0
"32",9,1,1,1,1,1,1,1,1,1,0
"33",7,1,1,1,1,1,0,0,1,1,0
"34",9,1,1,1,1,1,1,1,1,1,0
"35",8,1,1,1,1,1,0,1,1,1,0
"36",8,1,1,1,1,0,1,1,1,1,0
"37",8,1,1,1,1,1,1,1,1,0,0
"38",9,1,1,1,1,1,1,1,1,1,0
"39",8,1,1,1,0,1,1,1,1,1,0
"40",9,1,1,1,1,1,1,1,1,1,0
"41",8,1,1,1,1,1,1,1,1,0,0
"42",8,1,1,1,1,1,1,1,1,0,0
"43",8,1,1,0,1,1,1,1,1,1,0
"44",7,1,1,0,1,1,1,0,1,1,0
"45",9,1,1,1,1,1,1,1,1,1,0
"46",7,1,1,1,1,1,0,1,1,0,0
"47",8,1,1,1,1,1,1,0,1,1,0
"48",9,1,1,1,1,1,1,1,1,1,0
"49",9,1,1,1,1,1,1,1,1,1,0
"50",9,1,1,1,1,1,1,1,1,1,0
"51",7,1,1,0,0,1,1,1,1,1,0
"52",7,1,1,1,1,0,0,1,1,1,0
"53",9,1,1,1,1,1,1,1,1,1,0
"54",8,1,1,1,1,1,1,1,0,1,0
"55",8,1,0,1,1,1,1,1,1,1,0
"56",8,1,1,1,1,1,1,1,1,0,0
"57",9,1,1,1,1,1,1,1,1,1,0
"58",8,1,1,1,1,1,1,1,1,0,0
"59",6,0,0,1,1,0,1,1,1,1,0
"60",9,1,1,1,1,1,1,1,1,1,0
"61",7,1,1,1,1,1,1,0,0,1,0
"62",8,1,0,1,1,1,1,1,1,1,0
"63",8,1,1,1,1,1,1,0,1,1,0
"64",8,1,1,1,1,1,1,0,1,1,0
"65",7,1,1,0,1,0,1,1,1,1,0
"66",9,1,1,1,1,1,1,1,1,1,0
"67",9,1,1,1,1,1,1,1,1,1,0
"68",8,1,1,1,1,1,1,0,1,1,0
"69",9,1,1,1,1,1,1,1,1,1,0
"70",8,1,1,1,1,1,1,1,0,1,0
"71",8,1,1,1,1,1,1,1,1,0,0
"72",9,1,1,1,1,1,1,1,1,1,0
"73",7,1,0,0,1,1,1,1,1,1,0
"74",9,1,1,1,1,1,1,1,1,1,0
"75",6,1,1,0,0,0,1,1,1,1,0
"76",8,1,1,1,1,0,1,1,1,1,0
"77",9,1,1,1,1,1,1,1,1,1,0
"78",9,1,1,1,1,1,1,1,1,1,0
"79",8,1,0,1,1,1,1,1,1,1,0
"80",7,1,1,1,1,0,1,1,0,1,0
"81",7,1,1,0,1,1,1,0,1,1,0
"82",9,1,1,1,1,1,1,1,1,1,0
"83",9,1,1,1,1,1,1,1,1,1,0
"84",8,1,1,0,1,1,1,1,1,1,0
"85",9,1,1,1,1,1,1,1,1,1,0
"86",9,1,1,1,1,1,1,1,1,1,0
"87",8,1,1,1,0,1,1,1,1,1,0
"88",9,1,1,1,1,1,1,1,1,1,0
"89",9,1,1,1,1,1,1,1,1,1,0
"90",8,1,1,1,1,0,1,1,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
