"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3",3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"7",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"8",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"10",4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"14",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"15",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"16",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"18",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"22",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"23",6,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"24",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"25",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"27",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"30",3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"31",2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"32",3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"35",3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"36",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"37",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"39",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"42",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"43",2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"44",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"45",3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"46",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
