"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",5,0,1,1,1,0,1,1,0,0,0
"2",3,0,0,1,1,0,0,0,1,0,0
"3",5,0,0,1,1,1,0,1,0,1,0
"4",4,0,0,1,0,1,1,0,0,1,0
"5",6,0,0,1,0,1,1,1,1,1,0
"6",3,1,1,1,0,0,0,0,0,0,0
"7",5,0,1,1,1,0,1,1,0,0,0
"8",5,1,1,1,0,0,1,0,0,1,0
"9",4,0,0,0,0,0,1,1,1,1,0
"10",6,0,1,0,1,1,1,1,0,1,0
"11",4,0,0,0,1,0,1,1,0,1,0
"12",5,0,1,1,1,1,1,0,0,0,0
"13",4,0,0,0,1,1,1,0,1,0,0
"14",4,0,0,1,0,0,1,1,1,0,0
"15",2,0,0,1,1,0,0,0,0,0,0
"16",3,1,1,0,0,0,1,0,0,0,0
"17",5,0,0,1,1,1,0,0,1,1,0
"18",8,1,1,0,1,1,1,1,1,1,0
"19",3,0,1,1,0,1,0,0,0,0,0
"20",5,1,0,0,1,1,1,0,0,1,0
"21",3,0,0,1,1,0,0,0,1,0,0
"22",4,0,0,0,0,0,1,1,1,1,0
"23",4,0,1,1,1,1,0,0,0,0,0
"24",4,0,1,0,0,0,1,1,1,0,0
"25",5,1,1,0,0,1,0,1,1,0,0
"26",4,0,1,1,0,1,0,1,0,0,0
"27",4,1,0,0,0,1,1,0,1,0,0
"28",6,1,0,1,1,1,0,1,1,0,0
"29",4,0,0,0,1,1,0,0,1,1,0
"30",5,1,1,0,1,1,0,0,0,1,0
"31",5,0,0,1,1,0,1,0,1,1,0
"32",6,0,1,0,1,1,1,0,1,1,0
"33",4,1,0,1,1,0,0,0,1,0,0
"34",4,1,0,1,0,1,0,0,0,1,0
"35",5,0,1,0,1,0,1,1,0,1,0
"36",6,1,1,0,0,0,1,1,1,1,0
"37",7,0,1,0,1,1,1,1,1,1,0
"38",3,0,0,0,0,1,1,0,0,1,0
"39",5,1,0,1,0,0,0,1,1,1,0
"40",6,1,1,1,1,0,1,1,0,0,0
"41",1,0,0,0,0,0,0,0,1,0,0
"42",2,0,0,0,0,0,1,0,0,1,0
"43",4,0,1,1,0,0,1,1,0,0,0
"44",3,0,1,1,0,0,0,0,0,1,0
"45",8,1,1,0,1,1,1,1,1,1,0
"46",1,0,0,0,0,0,1,0,0,0,0
"47",4,0,0,1,1,0,1,0,1,0,0
"48",7,1,1,0,1,1,0,1,1,1,0
"49",5,0,1,1,0,1,1,1,0,0,0
"50",2,0,0,0,0,1,1,0,0,0,0
"51",5,1,0,1,0,0,1,0,1,1,0
"52",3,0,1,0,1,0,0,0,0,1,0
"53",3,0,0,0,0,1,0,1,1,0,0
"54",5,0,1,1,0,1,1,1,0,0,0
"55",8,1,1,1,1,1,1,0,1,1,0
"56",2,0,0,0,0,0,1,0,0,1,0
"57",5,1,1,1,0,0,0,0,1,1,0
"58",6,1,1,0,1,1,0,1,1,0,0
"59",4,0,0,0,1,0,0,1,1,1,0
"60",6,1,1,1,0,1,0,1,0,1,0
"61",3,0,1,0,1,0,0,0,1,0,0
"62",6,1,0,1,0,1,1,0,1,1,0
"63",6,1,0,1,1,1,0,0,1,1,0
"64",8,1,1,1,1,1,1,1,1,0,0
"65",5,1,1,0,0,0,1,1,1,0,0
"66",7,1,1,1,1,1,1,0,0,1,0
"67",2,0,0,1,0,1,0,0,0,0,0
"68",6,0,1,1,0,1,1,0,1,1,0
"69",2,0,0,1,0,0,1,0,0,0,0
"70",6,0,1,1,1,1,1,0,1,0,0
"71",3,1,0,0,0,0,0,1,1,0,0
"72",4,1,1,0,0,1,0,0,1,0,0
"73",6,1,1,0,1,0,1,0,1,1,0
"74",8,1,1,1,1,1,1,0,1,1,0
"75",3,1,0,0,0,1,1,0,0,0,0
"76",5,1,1,0,1,1,0,0,0,1,0
"77",6,1,0,0,1,1,1,0,1,1,0
"78",4,1,0,1,0,0,0,1,1,0,0
"79",4,0,0,1,0,0,1,0,1,1,0
"80",3,1,0,0,0,0,0,0,1,1,0
"81",3,0,1,0,1,0,0,0,1,0,0
"82",6,0,1,1,1,1,1,0,1,0,0
"83",4,1,1,1,0,0,0,1,0,0,0
"84",3,0,1,0,1,1,0,0,0,0,0
"85",4,1,0,1,0,1,0,1,0,0,0
"86",3,0,0,0,0,0,1,0,1,1,0
"87",5,0,0,0,1,1,1,1,0,1,0
"88",7,1,0,1,1,1,0,1,1,1,0
"89",4,1,1,0,1,0,0,0,1,0,0
"90",5,0,1,1,1,0,1,0,0,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
