"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
"2",17,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"3",16,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
"4",15,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"5",15,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0
"6",18,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"7",16,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0
"8",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"9",18,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"10",16,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"11",17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
"12",17,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"13",17,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"14",17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"15",16,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
"16",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"17",16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
"18",18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"19",16,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
"20",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"21",15,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0
"22",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"23",16,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"24",15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
"25",16,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0
"26",18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"27",17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"28",18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"29",15,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0
"30",16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0
"31",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
