"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",9,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
"2",9,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0
"3",9,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
"4",11,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0
"5",10,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0
"6",10,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"7",12,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"8",8,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0
"9",7,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
"10",8,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0
"11",12,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0
"12",5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
"13",9,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0
"14",10,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0
"15",12,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0
"16",8,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0
"17",17,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"18",11,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0
"19",8,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
"20",4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"21",12,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0
"22",10,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0
"23",6,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"24",14,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
"25",11,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0
"26",7,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
"27",10,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0
"28",6,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
"29",7,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
"30",11,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"31",7,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0
"32",6,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"33",11,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0
"34",9,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0
"35",10,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
"36",10,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0
"37",9,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0
"38",7,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
"39",8,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
"40",10,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0
"41",8,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
"42",8,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0
"43",9,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0
"44",7,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
"45",7,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"46",7,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"47",9,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
"48",7,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"49",9,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
"50",11,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
"51",12,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"52",13,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0
"53",8,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"54",10,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0
"55",12,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0
"56",9,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
"57",8,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
"58",11,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0
"59",12,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
"60",7,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"61",8,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0
"62",10,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0
"63",8,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0
"64",8,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0
"65",9,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0
"66",11,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
"67",8,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0
"68",7,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"69",14,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0
