"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",2,0,0,1,0,0,1,0,0,0,0
"2",6,1,0,1,1,0,0,1,1,1,0
"3",4,1,0,0,0,1,1,0,0,1,0
"4",6,0,1,1,1,0,1,1,1,0,0
"5",4,0,0,0,1,0,1,1,0,1,0
"6",2,0,1,0,0,0,0,0,1,0,0
"7",5,0,0,0,1,1,1,1,1,0,0
"8",2,0,0,0,0,1,0,1,0,0,0
"9",3,0,0,0,1,0,0,1,1,0,0
"10",4,1,0,1,0,1,1,0,0,0,0
"11",8,1,1,1,1,1,1,1,1,0,0
"12",4,0,1,0,1,0,0,1,1,0,0
"13",4,0,0,1,1,1,0,0,0,1,0
"14",4,0,1,0,1,0,0,0,1,1,0
"15",5,1,1,0,0,1,1,1,0,0,0
"16",5,0,1,0,1,1,1,0,1,0,0
"17",4,1,0,0,1,1,0,0,1,0,0
"18",5,1,1,1,1,0,0,0,0,1,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
