"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",9,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
"2",12,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0
"3",8,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0
"4",10,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0
"5",8,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0
"6",10,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0
"7",6,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"8",5,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"9",5,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"10",11,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0
"11",9,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0
"12",8,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
"13",9,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
"14",9,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
"15",11,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0
"16",6,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
"17",6,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"18",9,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0
"19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
