"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",7,1,0,1,0,1,1,1,1,1,0
"2",8,1,1,1,0,1,1,1,1,1,0
"3",7,1,0,1,1,1,1,1,0,1,0
"4",9,1,1,1,1,1,1,1,1,1,0
"5",9,1,1,1,1,1,1,1,1,1,0
"6",7,0,0,1,1,1,1,1,1,1,0
"7",9,1,1,1,1,1,1,1,1,1,0
"8",9,1,1,1,1,1,1,1,1,1,0
"9",7,1,1,1,0,1,1,0,1,1,0
"10",8,1,1,1,0,1,1,1,1,1,0
"11",9,1,1,1,1,1,1,1,1,1,0
"12",9,1,1,1,1,1,1,1,1,1,0
"13",6,1,1,1,0,1,0,0,1,1,0
"14",9,1,1,1,1,1,1,1,1,1,0
"15",6,1,1,0,0,1,0,1,1,1,0
"16",9,1,1,1,1,1,1,1,1,1,0
"17",8,0,1,1,1,1,1,1,1,1,0
"18",8,1,1,1,1,1,1,1,0,1,0
"19",9,1,1,1,1,1,1,1,1,1,0
"20",8,1,1,1,1,1,1,1,1,0,0
"21",9,1,1,1,1,1,1,1,1,1,0
"22",7,1,1,1,0,1,0,1,1,1,0
"23",9,1,1,1,1,1,1,1,1,1,0
"24",8,1,1,1,1,1,1,1,0,1,0
"25",9,1,1,1,1,1,1,1,1,1,0
"26",9,1,1,1,1,1,1,1,1,1,0
"27",9,1,1,1,1,1,1,1,1,1,0
"28",8,1,1,1,1,1,0,1,1,1,0
"29",7,1,1,0,1,1,1,0,1,1,0
"30",7,1,1,1,1,0,1,1,1,0,0
"31",7,1,1,1,1,1,1,0,0,1,0
"32",9,1,1,1,1,1,1,1,1,1,0
"33",8,1,1,0,1,1,1,1,1,1,0
"34",6,0,1,1,1,0,1,1,0,1,0
"35",8,1,1,1,1,1,1,0,1,1,0
"36",8,1,1,1,1,1,1,1,1,0,0
"37",9,1,1,1,1,1,1,1,1,1,0
"38",9,1,1,1,1,1,1,1,1,1,0
"39",7,1,1,1,0,1,0,1,1,1,0
"40",9,1,1,1,1,1,1,1,1,1,0
"41",9,1,1,1,1,1,1,1,1,1,0
"42",6,1,1,0,0,1,0,1,1,1,0
"43",8,1,0,1,1,1,1,1,1,1,0
"44",9,1,1,1,1,1,1,1,1,1,0
"45",7,1,0,1,1,1,1,1,1,0,0
"46",8,1,1,0,1,1,1,1,1,1,0
"47",9,1,1,1,1,1,1,1,1,1,0
"48",5,1,0,1,1,1,0,0,1,0,0
"49",9,1,1,1,1,1,1,1,1,1,0
"50",9,1,1,1,1,1,1,1,1,1,0
"51",7,0,1,1,1,1,1,1,1,0,0
"52",7,0,1,1,0,1,1,1,1,1,0
"53",9,1,1,1,1,1,1,1,1,1,0
"54",7,1,1,1,1,0,1,1,0,1,0
"55",9,1,1,1,1,1,1,1,1,1,0
"56",9,1,1,1,1,1,1,1,1,1,0
"57",8,1,1,1,1,1,1,1,0,1,0
"58",7,1,1,0,1,1,1,1,0,1,0
"59",7,1,1,0,0,1,1,1,1,1,0
"60",9,1,1,1,1,1,1,1,1,1,0
"61",8,1,1,1,1,1,1,1,0,1,0
"62",9,1,1,1,1,1,1,1,1,1,0
"63",8,1,1,1,1,1,1,1,1,0,0
"64",9,1,1,1,1,1,1,1,1,1,0
"65",7,0,1,0,1,1,1,1,1,1,0
"66",8,1,1,1,1,1,0,1,1,1,0
"67",6,1,0,1,1,1,0,0,1,1,0
"68",9,1,1,1,1,1,1,1,1,1,0
"69",9,1,1,1,1,1,1,1,1,1,0
"70",9,1,1,1,1,1,1,1,1,1,0
"71",9,1,1,1,1,1,1,1,1,1,0
"72",9,1,1,1,1,1,1,1,1,1,0
"73",9,1,1,1,1,1,1,1,1,1,0
"74",9,1,1,1,1,1,1,1,1,1,0
"75",7,1,1,1,1,1,0,0,1,1,0
"76",8,1,0,1,1,1,1,1,1,1,0
"77",7,1,1,0,1,0,1,1,1,1,0
"78",5,1,1,1,1,0,0,1,0,0,0
"79",7,1,1,0,1,0,1,1,1,1,0
"80",8,1,1,1,1,1,1,1,0,1,0
"81",7,1,1,1,1,1,1,0,0,1,0
"82",8,1,1,1,1,1,1,1,0,1,0
"83",8,0,1,1,1,1,1,1,1,1,0
"84",8,1,1,1,1,0,1,1,1,1,0
"85",8,1,1,1,1,0,1,1,1,1,0
"86",9,1,1,1,1,1,1,1,1,1,0
"87",7,0,1,1,1,1,1,0,1,1,0
"88",5,1,1,1,0,0,0,1,0,1,0
"89",7,1,1,1,1,1,0,1,0,1,0
"90",8,1,1,0,1,1,1,1,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
