"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",11,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0
"2",11,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0
"3",6,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"4",9,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
"5",6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
"6",12,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
"7",7,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
"8",7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
"9",10,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0
"10",8,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0
"11",7,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
"12",7,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0
"13",11,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
"14",12,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0
"15",10,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0
"16",6,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"17",7,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"18",9,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0
"19",11,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0
"20",10,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0
"21",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"22",6,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"23",10,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
"24",10,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0
"25",7,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
"26",11,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0
"27",13,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
"28",7,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
"29",7,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
"30",10,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
"31",12,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0
"32",8,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
"33",13,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
"34",11,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0
"35",10,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0
"36",10,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0
"37",10,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0
"38",11,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0
"39",9,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
"40",8,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
"41",8,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
"42",8,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0
"43",9,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
"44",10,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0
"45",13,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0
"46",8,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0
"47",10,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0
"48",14,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0
"49",12,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0
"50",12,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0
"51",6,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
"52",8,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0
"53",9,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0
