"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",9,1,1,1,1,1,1,1,1,1,0
"2",6,1,1,0,1,0,0,1,1,1,0
"3",8,1,1,1,1,0,1,1,1,1,0
"4",8,0,1,1,1,1,1,1,1,1,0
"5",7,1,1,1,1,1,0,0,1,1,0
"6",8,1,1,1,0,1,1,1,1,1,0
"7",9,1,1,1,1,1,1,1,1,1,0
"8",9,1,1,1,1,1,1,1,1,1,0
"9",8,1,1,1,1,0,1,1,1,1,0
"10",9,1,1,1,1,1,1,1,1,1,0
"11",6,1,0,0,1,1,0,1,1,1,0
"12",9,1,1,1,1,1,1,1,1,1,0
"13",7,0,1,1,1,1,0,1,1,1,0
"14",8,1,0,1,1,1,1,1,1,1,0
"15",8,1,0,1,1,1,1,1,1,1,0
"16",8,0,1,1,1,1,1,1,1,1,0
"17",8,1,1,0,1,1,1,1,1,1,0
"18",8,1,1,1,1,1,0,1,1,1,0
"19",7,0,1,1,1,1,1,0,1,1,0
"20",8,1,1,1,1,0,1,1,1,1,0
"21",8,1,1,0,1,1,1,1,1,1,0
"22",8,1,1,1,0,1,1,1,1,1,0
"23",9,1,1,1,1,1,1,1,1,1,0
"24",8,1,1,1,1,1,1,1,1,0,0
"25",8,1,1,1,0,1,1,1,1,1,0
"26",9,1,1,1,1,1,1,1,1,1,0
"27",8,1,1,1,1,1,1,0,1,1,0
"28",9,1,1,1,1,1,1,1,1,1,0
"29",8,1,1,1,1,1,1,1,0,1,0
"30",8,1,1,1,0,1,1,1,1,1,0
"31",7,0,0,1,1,1,1,1,1,1,0
"32",9,1,1,1,1,1,1,1,1,1,0
"33",9,1,1,1,1,1,1,1,1,1,0
"34",7,0,1,1,1,0,1,1,1,1,0
"35",8,1,1,1,1,1,1,1,0,1,0
"36",9,1,1,1,1,1,1,1,1,1,0
"37",9,1,1,1,1,1,1,1,1,1,0
"38",7,1,1,0,1,1,1,0,1,1,0
"39",8,1,1,1,1,1,1,0,1,1,0
"40",9,1,1,1,1,1,1,1,1,1,0
"41",9,1,1,1,1,1,1,1,1,1,0
"42",9,1,1,1,1,1,1,1,1,1,0
"43",9,1,1,1,1,1,1,1,1,1,0
"44",7,1,1,0,1,1,1,0,1,1,0
"45",9,1,1,1,1,1,1,1,1,1,0
"46",9,1,1,1,1,1,1,1,1,1,0
"47",8,1,1,1,1,1,0,1,1,1,0
"48",8,1,1,1,0,1,1,1,1,1,0
"49",8,1,1,1,1,1,0,1,1,1,0
"50",9,1,1,1,1,1,1,1,1,1,0
"51",9,1,1,1,1,1,1,1,1,1,0
"52",7,1,1,1,0,1,0,1,1,1,0
"53",7,1,1,1,1,1,0,0,1,1,0
"54",9,1,1,1,1,1,1,1,1,1,0
"55",8,1,0,1,1,1,1,1,1,1,0
"56",6,1,0,0,0,1,1,1,1,1,0
"57",8,1,1,0,1,1,1,1,1,1,0
"58",8,1,0,1,1,1,1,1,1,1,0
"59",9,1,1,1,1,1,1,1,1,1,0
"60",8,1,1,1,1,0,1,1,1,1,0
"61",8,1,1,1,1,1,1,1,1,0,0
"62",9,1,1,1,1,1,1,1,1,1,0
"63",7,1,1,0,1,1,0,1,1,1,0
"64",9,1,1,1,1,1,1,1,1,1,0
"65",9,1,1,1,1,1,1,1,1,1,0
"66",8,1,1,1,1,1,1,0,1,1,0
"67",8,1,1,1,1,1,1,1,0,1,0
"68",9,1,1,1,1,1,1,1,1,1,0
"69",8,0,1,1,1,1,1,1,1,1,0
"70",7,1,1,1,1,1,1,1,0,0,0
"71",8,1,1,0,1,1,1,1,1,1,0
"72",8,1,1,1,1,0,1,1,1,1,0
"73",9,1,1,1,1,1,1,1,1,1,0
"74",8,0,1,1,1,1,1,1,1,1,0
"75",6,0,0,1,1,1,0,1,1,1,0
"76",9,1,1,1,1,1,1,1,1,1,0
"77",8,1,1,1,1,0,1,1,1,1,0
"78",8,1,1,1,0,1,1,1,1,1,0
"79",9,1,1,1,1,1,1,1,1,1,0
"80",9,1,1,1,1,1,1,1,1,1,0
"81",7,1,1,1,1,0,1,1,1,0,0
"82",9,1,1,1,1,1,1,1,1,1,0
"83",8,1,1,1,1,1,0,1,1,1,0
"84",6,0,1,0,1,0,1,1,1,1,0
"85",9,1,1,1,1,1,1,1,1,1,0
"86",9,1,1,1,1,1,1,1,1,1,0
"87",9,1,1,1,1,1,1,1,1,1,0
"88",7,0,0,1,1,1,1,1,1,1,0
"89",8,1,1,1,1,1,1,1,0,1,0
"90",9,1,1,1,1,1,1,1,1,1,0
"91",9,1,1,1,1,1,1,1,1,1,0
"92",8,1,1,1,1,1,1,1,1,0,0
"93",8,0,1,1,1,1,1,1,1,1,0
"94",9,1,1,1,1,1,1,1,1,1,0
"95",8,1,1,1,1,0,1,1,1,1,0
"96",8,1,1,1,1,0,1,1,1,1,0
"97",9,1,1,1,1,1,1,1,1,1,0
"98",8,1,0,1,1,1,1,1,1,1,0
"99",6,1,0,0,1,1,1,1,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,1
