"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",0,0,0,0,0,0,0,0,0,0,0
"2",2,1,0,0,0,0,0,0,1,0,0
"3",0,0,0,0,0,0,0,0,0,0,0
"4",1,0,0,0,0,0,0,1,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0
"7",3,0,0,1,1,0,0,1,0,0,0
"8",1,0,0,1,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0
"10",0,0,0,0,0,0,0,0,0,0,0
"11",1,0,1,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0
"13",1,0,0,0,1,0,0,0,0,0,0
"14",3,0,1,0,1,0,0,0,0,1,0
"15",2,0,1,0,0,0,0,1,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0
"17",1,0,0,1,0,0,0,0,0,0,0
"18",1,0,0,0,0,0,0,0,1,0,0
"19",1,1,0,0,0,0,0,0,0,0,0
"20",1,0,0,0,0,1,0,0,0,0,0
"21",0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0
"24",1,0,0,0,0,0,0,1,0,0,0
"25",3,0,0,1,0,0,0,1,1,0,0
"26",1,0,0,0,0,0,0,1,0,0,0
"27",3,0,0,1,0,0,1,0,0,1,0
"28",1,1,0,0,0,0,0,0,0,0,0
"29",2,0,1,0,0,0,1,0,0,0,0
"30",1,0,1,0,0,0,0,0,0,0,0
"31",1,0,0,0,1,0,0,0,0,0,0
"32",1,1,0,0,0,0,0,0,0,0,0
"33",1,0,0,0,1,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0
"35",1,0,0,0,0,0,0,0,0,1,0
"36",1,0,0,0,0,0,0,0,1,0,0
"37",3,0,1,1,1,0,0,0,0,0,0
"38",3,0,0,1,1,0,0,0,0,1,0
"39",0,0,0,0,0,0,0,0,0,0,0
"40",3,1,0,0,0,0,0,1,0,1,0
"41",1,0,1,0,0,0,0,0,0,0,0
"42",1,0,0,1,0,0,0,0,0,0,0
"43",1,1,0,0,0,0,0,0,0,0,0
"44",3,0,1,0,0,1,0,0,0,1,0
"45",0,0,0,0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0
"48",2,1,0,0,0,0,1,0,0,0,0
"49",1,1,0,0,0,0,0,0,0,0,0
"50",1,0,0,0,0,0,0,1,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0
"52",1,0,0,0,0,0,0,0,1,0,0
"53",2,0,0,1,0,0,0,1,0,0,0
"54",2,0,1,1,0,0,0,0,0,0,0
"55",1,0,0,0,0,1,0,0,0,0,0
"56",0,0,0,0,0,0,0,0,0,0,0
"57",1,0,0,0,0,0,0,0,1,0,0
"58",1,0,0,0,1,0,0,0,0,0,0
"59",1,0,0,0,0,0,1,0,0,0,0
"60",1,1,0,0,0,0,0,0,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,0
"62",2,1,0,0,0,0,0,0,1,0,0
"63",1,0,0,0,0,1,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0,0,0
"65",2,0,0,0,1,0,0,1,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0
"71",1,1,0,0,0,0,0,0,0,0,0
"72",2,0,0,1,1,0,0,0,0,0,0
"73",1,0,0,0,0,0,0,0,0,1,0
"74",2,0,0,0,1,0,0,1,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0
"76",1,0,1,0,0,0,0,0,0,0,0
"77",0,0,0,0,0,0,0,0,0,0,0
"78",0,0,0,0,0,0,0,0,0,0,0
"79",1,0,0,0,1,0,0,0,0,0,0
"80",2,0,0,0,0,0,1,0,1,0,0
"81",0,0,0,0,0,0,0,0,0,0,0
"82",1,0,0,0,0,0,0,0,0,1,0
"83",0,0,0,0,0,0,0,0,0,0,0
"84",1,0,0,1,0,0,0,0,0,0,0
"85",0,0,0,0,0,0,0,0,0,0,0
"86",2,0,0,0,0,1,1,0,0,0,0
"87",1,0,0,0,0,0,0,0,0,1,0
"88",0,0,0,0,0,0,0,0,0,0,0
"89",1,0,0,0,0,0,0,0,0,1,0
"90",1,0,1,0,0,0,0,0,0,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
