"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",16,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
"2",16,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"3",16,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
"4",18,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"5",17,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0
"6",17,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"7",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"8",17,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"9",15,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0
"10",17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"11",17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"12",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"13",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"14",17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
"15",16,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"16",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"17",17,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"18",15,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
"19",17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
"20",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"21",18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"22",17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"23",18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"24",17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"25",17,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
"26",18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"27",17,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
"28",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"29",17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
"30",15,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0
"31",18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"32",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"33",17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0
"34",17,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
"35",17,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"36",16,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
"37",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"38",15,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
"39",18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"40",18,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"41",18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"42",14,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"43",17,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"44",18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"45",18,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"46",18,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"47",16,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0
"48",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"49",17,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"50",16,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"51",16,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"52",17,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"53",18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"54",16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0
"55",18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"56",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"57",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"58",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"59",16,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0
"60",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"61",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"62",17,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
