"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",3,1,0,0,0,0,0,1,0,1,0
"2",5,1,0,0,1,1,1,0,1,0,0
"3",2,0,0,0,0,0,0,1,0,1,0
"4",3,0,0,1,1,0,0,1,0,0,0
"5",7,1,1,1,1,0,1,1,1,0,0
"6",6,1,1,0,1,1,1,0,0,1,0
"7",4,1,0,1,1,0,0,0,0,1,0
"8",7,1,1,0,1,1,0,1,1,1,0
"9",5,0,1,0,1,0,0,1,1,1,0
"10",4,0,1,0,0,0,0,1,1,1,0
"11",5,0,0,1,1,1,1,0,1,0,0
"12",5,0,1,1,1,0,0,0,1,1,0
"13",4,1,1,1,0,0,0,0,0,1,0
"14",4,1,1,1,0,0,1,0,0,0,0
"15",1,0,0,0,0,1,0,0,0,0,0
"16",4,1,0,1,1,0,0,1,0,0,0
"17",3,0,0,0,1,0,0,1,1,0,0
"18",7,0,1,1,0,1,1,1,1,1,0
"19",3,0,0,0,0,0,1,1,1,0,0
"20",3,0,0,1,0,1,0,0,1,0,0
"21",4,0,1,0,0,0,1,0,1,1,0
"22",2,0,0,0,0,0,0,1,0,1,0
"23",6,0,1,0,1,1,1,0,1,1,0
"24",4,0,1,0,0,1,0,1,1,0,0
"25",2,0,0,0,1,0,1,0,0,0,0
"26",3,1,0,0,1,0,0,1,0,0,0
"27",5,1,1,1,1,0,0,1,0,0,0
"28",5,1,0,1,1,0,1,1,0,0,0
"29",5,1,0,1,1,0,1,0,1,0,0
"30",2,0,1,0,0,0,0,1,0,0,0
"31",2,1,0,1,0,0,0,0,0,0,0
"32",3,0,1,0,0,1,1,0,0,0,0
"33",4,0,1,1,0,0,0,1,1,0,0
"34",3,1,0,0,1,0,0,0,1,0,0
"35",3,1,0,1,0,0,0,0,0,1,0
"36",5,1,0,1,0,1,1,1,0,0,0
"37",3,0,0,0,0,0,1,0,1,1,0
"38",4,1,0,1,1,0,0,0,1,0,0
"39",7,1,1,0,1,1,0,1,1,1,0
"40",4,1,0,0,1,0,1,0,1,0,0
"41",3,0,1,0,1,0,0,1,0,0,0
"42",6,0,1,1,1,1,0,0,1,1,0
"43",3,0,0,1,0,1,0,0,1,0,0
"44",4,0,1,0,0,0,0,1,1,1,0
"45",7,1,1,1,1,0,0,1,1,1,0
"46",6,1,1,1,0,0,0,1,1,1,0
"47",4,1,0,1,1,0,1,0,0,0,0
"48",5,0,1,1,0,0,1,0,1,1,0
"49",4,1,0,1,0,0,0,1,1,0,0
"50",3,1,1,0,0,1,0,0,0,0,0
"51",6,0,1,1,1,0,1,1,1,0,0
"52",4,1,0,1,0,0,1,0,0,1,0
"53",7,1,0,1,0,1,1,1,1,1,0
"54",4,1,0,0,1,0,0,1,0,1,0
"55",6,1,1,0,0,1,0,1,1,1,0
"56",7,1,0,1,1,1,1,1,0,1,0
"57",6,1,1,0,1,0,1,1,1,0,0
"58",6,0,1,1,0,1,0,1,1,1,0
"59",4,1,0,1,0,1,0,1,0,0,0
"60",5,0,1,1,0,0,1,1,0,1,0
"61",2,0,0,0,1,0,0,0,1,0,0
"62",6,0,1,0,1,1,1,1,1,0,0
"63",5,0,0,1,0,0,1,1,1,1,0
"64",4,0,0,0,0,1,1,1,1,0,0
"65",5,1,0,1,0,1,0,1,0,1,0
"66",3,0,1,0,0,0,1,1,0,0,0
"67",6,0,0,0,1,1,1,1,1,1,0
"68",6,0,0,1,1,0,1,1,1,1,0
"69",5,0,1,0,1,0,1,0,1,1,0
"70",3,0,0,1,0,1,0,1,0,0,0
"71",6,1,0,1,0,1,1,1,0,1,0
"72",5,1,1,1,0,0,0,0,1,1,0
"73",4,0,1,1,0,1,0,1,0,0,0
"74",6,0,0,1,1,1,1,0,1,1,0
"75",2,0,0,0,0,0,0,1,0,1,0
"76",5,0,1,0,1,1,0,1,0,1,0
"77",7,1,1,0,1,1,1,1,0,1,0
"78",6,0,1,1,1,1,0,0,1,1,0
"79",3,0,0,0,0,1,1,0,0,1,0
"80",1,0,0,0,0,0,0,0,1,0,0
"81",5,1,0,1,0,0,0,1,1,1,0
"82",4,0,0,1,0,1,0,1,1,0,0
"83",3,0,0,0,1,1,0,1,0,0,0
"84",3,0,0,0,0,1,1,0,1,0,0
"85",7,1,1,1,1,1,1,1,0,0,0
"86",5,1,1,1,0,0,0,1,0,1,0
"87",4,0,1,1,1,0,0,0,0,1,0
"88",6,1,1,1,0,1,1,1,0,0,0
"89",1,0,0,0,0,0,1,0,0,0,0
"90",3,0,0,0,0,0,0,1,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
