"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",12,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0
"2",11,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0
"3",9,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0
"4",7,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
"5",8,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0
"6",10,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0
"7",8,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0
"8",13,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0
"9",11,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0
"10",9,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
"11",10,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0
"12",9,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0
"13",9,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0
"14",12,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0
"15",10,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0
"16",8,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0
"17",12,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0
"18",8,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"19",10,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
"20",9,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0
"21",8,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0
"22",11,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
"23",10,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"24",9,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
"25",10,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0
"26",11,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0
"27",9,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
"28",15,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
"29",9,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0
