"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",6,1,1,1,1,0,0,1,0,1,0
"2",5,1,1,0,1,0,0,1,1,0,0
"3",6,0,1,1,0,1,1,1,0,1,0
"4",7,1,0,1,0,1,1,1,1,1,0
"5",6,0,1,1,1,1,0,0,1,1,0
"6",4,0,0,1,0,1,0,1,1,0,0
"7",7,1,1,1,1,1,1,1,0,0,0
"8",4,0,1,1,0,0,0,1,1,0,0
"9",2,0,0,0,1,0,0,0,0,1,0
"10",3,0,0,0,1,0,1,0,0,1,0
"11",3,0,0,1,1,0,0,0,0,1,0
"12",2,0,0,0,1,0,0,0,1,0,0
"13",5,0,0,0,1,1,1,0,1,1,0
"14",2,0,0,1,1,0,0,0,0,0,0
"15",2,0,0,1,0,0,0,0,1,0,0
"16",5,0,1,0,1,0,0,1,1,1,0
"17",6,1,0,1,0,1,1,1,1,0,0
"18",8,1,1,0,1,1,1,1,1,1,0
"19",7,0,1,1,1,1,0,1,1,1,0
"20",4,0,1,0,0,1,0,0,1,1,0
"21",4,0,1,0,1,1,0,0,1,0,0
"22",5,0,0,1,0,1,1,0,1,1,0
"23",5,0,1,1,0,0,1,1,0,1,0
"24",6,0,1,1,1,0,1,0,1,1,0
"25",6,1,1,1,0,1,1,0,1,0,0
"26",5,0,1,0,0,1,1,0,1,1,0
"27",4,1,0,0,0,0,1,1,1,0,0
"28",7,1,1,1,0,1,1,1,1,0,0
"29",3,0,1,0,1,0,0,1,0,0,0
"30",5,0,1,1,1,1,1,0,0,0,0
"31",3,1,0,1,0,0,0,0,1,0,0
"32",4,1,0,0,1,1,1,0,0,0,0
"33",3,0,0,0,1,0,1,1,0,0,0
"34",4,0,1,1,1,0,0,0,1,0,0
"35",4,0,1,1,0,0,1,0,1,0,0
"36",3,1,0,0,0,0,1,1,0,0,0
"37",4,0,1,1,0,1,0,0,1,0,0
"38",4,0,0,1,1,1,0,0,1,0,0
"39",6,1,1,1,1,1,0,0,0,1,0
"40",4,1,1,0,0,0,0,1,0,1,0
"41",4,0,0,1,0,1,1,0,0,1,0
"42",4,1,1,0,0,0,0,1,0,1,0
"43",5,0,0,1,1,0,1,0,1,1,0
"44",7,1,1,1,1,0,1,1,0,1,0
"45",5,0,0,1,1,0,1,1,0,1,0
"46",6,1,1,1,1,0,1,1,0,0,0
"47",2,0,0,0,0,0,1,1,0,0,0
"48",6,1,1,1,0,0,1,1,0,1,0
"49",5,0,1,0,1,1,1,0,1,0,0
"50",3,0,1,0,0,1,0,0,0,1,0
"51",5,1,0,1,0,1,1,0,1,0,0
"52",5,1,1,1,0,0,0,0,1,1,0
"53",5,1,0,0,1,1,0,0,1,1,0
"54",6,0,1,1,1,1,1,0,1,0,0
"55",3,0,0,0,1,0,0,1,0,1,0
"56",4,0,0,1,1,1,0,0,0,1,0
"57",2,1,0,0,0,0,0,1,0,0,0
"58",7,1,1,1,0,1,0,1,1,1,0
"59",8,1,1,1,1,1,0,1,1,1,0
"60",3,1,0,0,0,0,1,0,0,1,0
"61",6,0,0,1,0,1,1,1,1,1,0
"62",5,1,1,1,0,1,0,1,0,0,0
"63",4,1,1,0,1,1,0,0,0,0,0
"64",7,1,0,1,1,1,1,1,1,0,0
"65",6,1,0,1,1,0,1,0,1,1,0
"66",3,0,0,0,0,0,1,0,1,1,0
"67",7,1,1,0,1,1,0,1,1,1,0
"68",7,1,1,0,1,1,1,1,0,1,0
"69",3,0,0,0,1,1,0,1,0,0,0
"70",5,0,0,1,1,1,0,1,0,1,0
"71",6,1,0,1,1,0,1,1,1,0,0
"72",3,1,0,0,0,0,1,1,0,0,0
"73",2,0,1,1,0,0,0,0,0,0,0
"74",6,1,0,1,0,1,1,1,0,1,0
"75",7,1,0,0,1,1,1,1,1,1,0
"76",5,0,0,0,1,1,1,1,1,0,0
"77",2,0,1,0,0,0,1,0,0,0,0
"78",3,0,0,1,1,0,1,0,0,0,0
"79",5,1,0,1,1,0,1,0,0,1,0
"80",1,0,0,0,0,0,0,0,0,1,0
"81",5,1,0,1,1,0,1,0,0,1,0
"82",5,1,0,0,0,0,1,1,1,1,0
"83",3,1,0,0,1,0,0,1,0,0,0
"84",6,1,1,0,1,1,0,1,1,0,0
"85",3,0,0,1,0,1,0,1,0,0,0
"86",3,0,0,1,0,0,1,0,1,0,0
"87",3,1,0,1,0,1,0,0,0,0,0
"88",5,0,1,1,1,0,1,0,1,0,0
"89",2,0,1,1,0,0,0,0,0,0,0
"90",5,0,1,1,1,1,1,0,0,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
