"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",10,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"2",12,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0
"3",11,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
"4",9,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
"5",11,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0
"6",9,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0
"7",7,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"8",9,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
"9",9,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"10",9,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
"11",7,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"12",9,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0
"13",9,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0
"14",11,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0
"15",15,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"16",10,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0
"17",7,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"18",10,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0
"19",12,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0
"20",9,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0
"21",7,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
"22",11,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0
"23",10,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0
"24",8,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
"25",6,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"26",14,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0
"27",8,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
"28",10,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0
"29",4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"30",10,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0
"31",9,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0
"32",13,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0
"33",8,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0
"34",8,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0
"35",6,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
"36",11,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
"37",11,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0
"38",10,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0
"39",8,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
"40",11,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0
"41",12,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
"42",13,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"43",7,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"44",6,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"45",7,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
"46",9,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0
"47",9,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
"48",6,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"49",8,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"50",9,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
"51",12,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0
"52",9,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0
"53",12,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0
"54",10,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
"55",3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"56",8,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
"57",9,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0
"58",10,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0
"59",12,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0
"60",8,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
"61",10,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0
"62",10,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0
"63",12,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0
"64",8,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
"65",5,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"66",7,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0
"67",9,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
"68",9,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
"69",8,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
"70",12,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
"71",11,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0
"72",8,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0
"73",9,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0
"74",11,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0
"75",9,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0
"76",14,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"77",14,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"78",10,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
"79",7,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"80",12,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0
"81",9,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0
"82",7,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
"83",11,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0
"84",12,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0
"85",11,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0
"86",13,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0
"87",10,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
"88",11,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0
"89",9,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
