"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",5,1,1,1,1,0,0,0,0,1,0
"2",4,1,1,0,0,0,0,1,1,0,0
"3",5,0,1,1,1,1,0,0,1,0,0
"4",3,0,0,0,1,0,1,0,0,1,0
"5",5,1,1,1,0,0,0,1,0,1,0
"6",6,1,1,1,0,0,0,1,1,1,0
"7",6,1,1,1,0,1,0,1,0,1,0
"8",7,1,1,1,1,1,0,1,0,1,0
"9",5,1,0,1,0,0,0,1,1,1,0
"10",4,0,1,1,0,1,0,1,0,0,0
"11",5,1,0,1,1,1,0,1,0,0,0
"12",6,0,1,0,1,1,0,1,1,1,0
"13",6,1,1,1,1,1,0,0,0,1,0
"14",3,0,0,0,0,1,0,1,0,1,0
"15",3,0,0,0,0,1,1,0,0,1,0
"16",7,1,1,0,1,1,1,0,1,1,0
"17",3,0,0,0,0,1,0,1,0,1,0
"18",2,1,0,0,0,0,0,1,0,0,0
"19",4,1,0,1,0,1,0,1,0,0,0
"20",3,1,0,1,0,1,0,0,0,0,0
"21",5,1,0,0,1,1,0,0,1,1,0
"22",4,1,0,0,1,0,0,0,1,1,0
"23",3,0,1,1,1,0,0,0,0,0,0
"24",4,0,0,1,1,0,0,1,1,0,0
"25",5,0,1,1,0,0,1,0,1,1,0
"26",4,1,0,0,0,0,1,1,0,1,0
"27",5,0,1,1,0,1,0,0,1,1,0
"28",6,1,1,1,1,1,0,0,0,1,0
"29",3,0,0,0,0,0,0,1,1,1,0
"30",5,0,1,1,0,0,0,1,1,1,0
"31",5,0,1,1,1,1,0,0,1,0,0
"32",5,1,0,1,1,0,1,0,1,0,0
"33",4,0,1,1,0,1,0,0,1,0,0
"34",4,0,0,1,0,0,1,1,1,0,0
"35",6,0,1,0,1,0,1,1,1,1,0
"36",6,1,1,0,0,1,0,1,1,1,0
"37",3,1,0,0,0,1,1,0,0,0,0
"38",5,1,1,0,0,0,1,1,1,0,0
"39",6,1,0,1,1,1,1,0,0,1,0
"40",4,1,1,0,1,0,1,0,0,0,0
"41",3,0,0,1,0,0,1,1,0,0,0
"42",5,1,0,0,1,1,0,1,0,1,0
"43",7,1,1,1,0,0,1,1,1,1,0
"44",2,0,0,0,1,0,1,0,0,0,0
"45",5,1,1,0,1,1,0,0,1,0,0
"46",6,1,0,1,1,0,0,1,1,1,0
"47",5,1,1,0,0,1,0,1,1,0,0
"48",5,1,0,1,1,0,1,1,0,0,0
"49",4,1,0,1,0,0,0,1,0,1,0
"50",5,1,0,1,0,0,1,1,0,1,0
"51",6,1,0,1,0,1,1,1,0,1,0
"52",4,1,1,1,1,0,0,0,0,0,0
"53",2,0,0,1,0,0,0,1,0,0,0
"54",4,1,1,0,0,1,0,0,1,0,0
"55",5,0,1,1,1,0,1,0,1,0,0
"56",3,0,0,0,1,1,0,0,1,0,0
"57",6,1,1,0,1,1,1,0,0,1,0
"58",2,0,1,1,0,0,0,0,0,0,0
"59",4,0,1,1,0,0,1,0,1,0,0
"60",4,1,1,0,0,1,1,0,0,0,0
"61",6,0,0,1,1,1,1,1,1,0,0
"62",6,0,0,1,1,1,1,1,0,1,0
"63",7,1,0,1,1,0,1,1,1,1,0
"64",2,1,0,1,0,0,0,0,0,0,0
"65",5,1,1,0,0,0,1,1,1,0,0
"66",7,1,1,1,1,1,1,0,1,0,0
"67",5,0,1,1,1,0,0,0,1,1,0
"68",4,1,1,1,0,1,0,0,0,0,0
"69",4,1,1,0,1,0,0,0,0,1,0
"70",5,1,0,0,1,1,0,0,1,1,0
"71",4,0,1,0,1,0,0,1,1,0,0
"72",2,1,0,0,1,0,0,0,0,0,0
"73",5,0,0,1,1,1,1,0,1,0,0
"74",4,1,0,0,1,1,0,1,0,0,0
"75",7,0,1,1,1,0,1,1,1,1,0
"76",3,0,1,1,0,1,0,0,0,0,0
"77",2,0,1,0,0,0,1,0,0,0,0
"78",8,1,1,1,1,1,1,0,1,1,0
"79",5,0,1,1,0,1,1,1,0,0,0
"80",5,0,1,1,0,0,0,1,1,1,0
"81",5,0,0,1,0,1,1,0,1,1,0
"82",6,1,1,0,0,1,1,1,0,1,0
"83",3,0,0,0,0,1,0,1,0,1,0
"84",4,0,1,1,0,1,0,1,0,0,0
"85",5,1,0,0,1,0,0,1,1,1,0
"86",4,0,0,0,1,1,0,1,1,0,0
"87",4,0,0,0,1,0,1,0,1,1,0
"88",7,1,1,1,0,1,1,0,1,1,0
"89",3,0,1,0,0,1,0,0,0,1,0
"90",4,1,0,1,0,1,0,0,1,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
