"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",7,1,1,1,1,0,1,1,0,1,0
"2",8,1,1,1,1,1,0,1,1,1,0
"3",8,1,1,1,1,1,1,1,0,1,0
"4",9,1,1,1,1,1,1,1,1,1,0
"5",7,1,1,0,1,1,1,0,1,1,0
"6",9,1,1,1,1,1,1,1,1,1,0
"7",9,1,1,1,1,1,1,1,1,1,0
"8",9,1,1,1,1,1,1,1,1,1,0
"9",8,1,1,1,0,1,1,1,1,1,0
"10",9,1,1,1,1,1,1,1,1,1,0
"11",9,1,1,1,1,1,1,1,1,1,0
"12",8,1,1,1,0,1,1,1,1,1,0
"13",8,1,0,1,1,1,1,1,1,1,0
"14",9,1,1,1,1,1,1,1,1,1,0
"15",9,1,1,1,1,1,1,1,1,1,0
"16",9,1,1,1,1,1,1,1,1,1,0
"17",9,1,1,1,1,1,1,1,1,1,0
"18",8,1,1,0,1,1,1,1,1,1,0
"19",7,1,0,1,0,1,1,1,1,1,0
"20",9,1,1,1,1,1,1,1,1,1,0
"21",9,1,1,1,1,1,1,1,1,1,0
"22",7,1,1,1,1,1,0,1,0,1,0
"23",8,1,1,1,0,1,1,1,1,1,0
"24",8,1,1,1,1,1,1,1,1,0,0
"25",8,1,1,1,1,1,0,1,1,1,0
"26",8,0,1,1,1,1,1,1,1,1,0
"27",6,1,1,1,1,0,1,1,0,0,0
"28",9,1,1,1,1,1,1,1,1,1,0
"29",8,1,1,1,1,0,1,1,1,1,0
"30",8,1,1,0,1,1,1,1,1,1,0
"31",9,1,1,1,1,1,1,1,1,1,0
"32",8,1,1,1,0,1,1,1,1,1,0
"33",8,1,1,1,1,1,1,1,0,1,0
"34",8,1,1,1,1,1,1,1,1,0,0
"35",7,1,1,1,1,1,1,0,0,1,0
"36",7,1,0,1,1,1,0,1,1,1,0
"37",9,1,1,1,1,1,1,1,1,1,0
"38",9,1,1,1,1,1,1,1,1,1,0
"39",7,1,0,1,1,1,1,1,1,0,0
"40",5,0,1,1,1,1,0,1,0,0,0
"41",8,1,1,1,1,0,1,1,1,1,0
"42",9,1,1,1,1,1,1,1,1,1,0
"43",9,1,1,1,1,1,1,1,1,1,0
"44",8,1,1,1,1,1,0,1,1,1,0
"45",9,1,1,1,1,1,1,1,1,1,0
"46",8,1,1,1,1,1,1,1,0,1,0
"47",9,1,1,1,1,1,1,1,1,1,0
"48",8,1,0,1,1,1,1,1,1,1,0
"49",7,1,1,1,0,1,1,0,1,1,0
"50",9,1,1,1,1,1,1,1,1,1,0
"51",7,1,1,0,1,0,1,1,1,1,0
"52",8,1,1,1,1,0,1,1,1,1,0
"53",9,1,1,1,1,1,1,1,1,1,0
"54",8,1,1,1,1,1,1,1,0,1,0
"55",8,1,1,1,1,0,1,1,1,1,0
"56",7,1,1,1,1,0,0,1,1,1,0
"57",9,1,1,1,1,1,1,1,1,1,0
"58",9,1,1,1,1,1,1,1,1,1,0
"59",9,1,1,1,1,1,1,1,1,1,0
"60",4,1,0,0,1,0,1,0,1,0,0
"61",8,1,1,1,1,1,1,0,1,1,0
"62",8,1,1,1,0,1,1,1,1,1,0
"63",9,1,1,1,1,1,1,1,1,1,0
"64",8,1,1,1,1,1,1,0,1,1,0
"65",9,1,1,1,1,1,1,1,1,1,0
"66",8,1,1,1,1,0,1,1,1,1,0
"67",5,0,1,0,0,1,1,1,0,1,0
"68",8,1,1,1,1,1,1,1,0,1,0
"69",9,1,1,1,1,1,1,1,1,1,0
"70",7,1,1,1,1,0,1,0,1,1,0
"71",9,1,1,1,1,1,1,1,1,1,0
"72",8,1,1,1,1,0,1,1,1,1,0
"73",6,1,0,0,1,1,1,1,1,0,0
"74",6,1,0,1,1,0,1,1,0,1,0
"75",8,1,1,1,1,1,1,1,1,0,0
"76",9,1,1,1,1,1,1,1,1,1,0
"77",7,1,1,0,1,1,1,1,0,1,0
"78",8,1,1,1,0,1,1,1,1,1,0
"79",9,1,1,1,1,1,1,1,1,1,0
"80",8,1,1,1,0,1,1,1,1,1,0
"81",8,1,1,1,1,1,0,1,1,1,0
"82",7,0,0,1,1,1,1,1,1,1,0
"83",8,1,1,1,1,1,1,0,1,1,0
"84",8,1,1,1,1,1,1,1,0,1,0
"85",9,1,1,1,1,1,1,1,1,1,0
"86",9,1,1,1,1,1,1,1,1,1,0
"87",9,1,1,1,1,1,1,1,1,1,0
"88",9,1,1,1,1,1,1,1,1,1,0
"89",8,1,0,1,1,1,1,1,1,1,0
"90",9,1,1,1,1,1,1,1,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
