"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",7,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
"2",10,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
"3",11,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0
"4",9,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0
"5",7,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
"6",6,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
"7",12,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0
"8",8,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0
"9",7,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0
"10",7,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0
"11",11,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0
"12",12,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0
"13",9,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0
"14",8,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
"15",11,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0
"16",10,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0
"17",11,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0
"18",10,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0
"19",10,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0
"20",14,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0
"21",10,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"22",12,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0
"23",10,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
"24",10,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0
"25",12,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0
"26",12,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
"27",10,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0
"28",11,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0
"29",11,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0
"30",7,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
"31",10,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
"32",11,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0
"33",13,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"34",12,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0
"35",10,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0
"36",10,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0
"37",12,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"38",8,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
"39",5,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"40",11,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0
"41",11,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0
"42",10,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0
"43",8,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0
"44",10,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0
"45",9,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0
"46",7,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
"47",6,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
"48",6,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"49",7,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"50",8,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"51",9,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0
"52",10,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0
"53",7,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
"54",9,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0
"55",10,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
"56",7,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"57",7,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"58",10,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
"59",10,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0
"60",8,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
"61",11,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0
"62",10,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0
"63",10,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
"64",9,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0
"65",9,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
"66",11,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0
"67",8,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
"68",6,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"69",9,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
"70",8,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0
"71",12,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0
"72",8,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
"73",14,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0
"74",7,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
"75",11,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0
"76",12,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0
"77",8,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0
"78",11,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"79",9,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
"80",12,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0
"81",5,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"82",10,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0
"83",8,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0
"84",12,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0
"85",8,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0
"86",10,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0
"87",9,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0
"88",9,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0
"89",13,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"90",11,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0
"91",11,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0
"92",10,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0
"93",13,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0
"94",9,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
"95",8,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
"96",8,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0
"97",9,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0
"98",11,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0
"99",10,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
