"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",9,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
"2",9,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0
"3",11,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0
"4",8,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
"5",11,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0
"6",11,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"7",12,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0
"8",11,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0
"9",11,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0
"10",9,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0
"11",10,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
"12",12,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0
"13",10,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0
"14",10,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0
"15",8,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0
"16",12,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0
"17",10,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0
"18",11,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0
"19",12,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0
"20",4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
"21",12,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0
"22",11,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0
"23",9,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
"24",14,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
"25",10,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
"26",11,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0
"27",7,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
"28",8,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0
"29",10,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0
"30",8,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
"31",9,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0
"32",9,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0
"33",8,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
"34",9,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
"35",11,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0
"36",6,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
"37",12,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0
"38",7,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"39",9,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0
"40",7,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
"41",6,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
"42",6,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
"43",4,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"44",10,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0
"45",12,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0
"46",12,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0
"47",10,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0
"48",8,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0
"49",9,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
"50",9,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0
"51",7,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
"52",7,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
"53",8,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0
"54",11,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0
"55",10,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0
"56",10,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0
"57",8,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
"58",6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
"59",7,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
"60",10,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0
"61",10,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0
"62",10,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0
"63",9,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0
"64",10,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
"65",9,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
"66",9,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0
"67",8,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
"68",10,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0
"69",10,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"70",9,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0
"71",10,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
"72",7,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
"73",3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",9,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
"75",11,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0
"76",7,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"77",8,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0
"78",10,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0
"79",9,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
