"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",11,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0
"2",10,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0
"3",12,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0
"4",13,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0
"5",13,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0
"6",12,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0
"7",10,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
"8",14,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0
"9",7,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0
"10",9,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"11",7,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0
"12",5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"13",13,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0
"14",11,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0
"15",9,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
"16",8,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
"17",8,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
"18",12,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0
"19",6,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"20",8,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0
"21",10,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0
"22",8,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
"23",11,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0
"24",9,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0
"25",12,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
"26",7,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"27",6,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"28",14,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0
"29",8,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
"30",11,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0
"31",9,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0
"32",11,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"33",8,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"34",7,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
"35",4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"36",13,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0
"37",13,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0
"38",7,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
"39",10,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
"40",9,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
"41",6,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"42",12,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0
"43",11,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
"44",11,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
"45",10,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
"46",10,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0
"47",6,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"48",7,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
"49",5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"50",8,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0
"51",9,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
"52",11,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
"53",8,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0
"54",13,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
"55",7,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"56",11,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0
"57",7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
"58",9,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0
"59",8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0
"60",12,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
"61",11,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0
"62",8,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
"63",11,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0
"64",9,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0
"65",11,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0
"66",6,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"67",9,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0
"68",8,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"69",10,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0
"70",10,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0
"71",6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
"72",8,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0
"73",11,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0
"74",12,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
"75",12,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0
"76",7,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
"77",12,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0
"78",11,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0
"79",15,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0
"80",11,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0
"81",9,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0
"82",8,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"83",13,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
"84",12,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0
"85",11,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0
"86",9,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0
"87",8,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0
"88",11,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0
"89",7,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
"90",10,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
