"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6",3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"7",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"8",4,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"9",3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"10",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"11",5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"15",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",6,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"19",3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"20",3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"22",5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"23",3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"24",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"25",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"29",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"33",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"34",2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"35",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"36",5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"37",3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"38",3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"39",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"40",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"43",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"44",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"45",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"46",4,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"52",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"53",4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
