"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",3,0,0,1,0,0,1,0,0,1,0
"2",6,0,1,0,0,1,1,1,1,1,0
"3",6,0,1,0,0,1,1,1,1,1,0
"4",5,0,1,1,0,1,1,0,1,0,0
"5",4,1,0,1,0,0,0,1,0,1,0
"6",2,0,1,0,0,0,0,0,0,1,0
"7",2,0,0,0,1,0,1,0,0,0,0
"8",7,1,1,0,1,1,1,0,1,1,0
"9",5,1,1,1,0,1,0,0,0,1,0
"10",5,0,1,1,1,0,1,0,1,0,0
"11",4,1,1,1,0,0,0,0,1,0,0
"12",5,1,0,1,0,0,0,1,1,1,0
"13",3,0,1,0,0,0,1,0,1,0,0
"14",7,1,1,1,0,1,1,1,1,0,0
"15",7,1,1,1,1,0,1,0,1,1,0
"16",3,0,1,1,0,0,1,0,0,0,0
"17",5,1,0,1,1,0,1,0,0,1,0
"18",5,1,0,1,1,1,1,0,0,0,0
"19",2,0,0,1,0,0,1,0,0,0,0
"20",3,0,0,1,0,0,1,0,0,1,0
"21",3,0,0,1,0,1,0,0,0,1,0
"22",4,0,0,0,1,1,0,1,1,0,0
"23",4,1,1,0,0,0,0,1,0,1,0
"24",6,1,1,1,0,1,0,1,0,1,0
"25",5,1,0,0,0,1,1,0,1,1,0
"26",3,0,0,1,1,0,0,0,0,1,0
"27",5,1,0,0,1,0,1,0,1,1,0
"28",6,1,1,1,1,1,0,1,0,0,0
"29",4,1,0,0,0,0,1,0,1,1,0
"30",5,1,0,0,0,1,1,1,1,0,0
"31",4,0,1,0,0,1,1,0,1,0,0
"32",3,0,1,0,0,0,0,1,0,1,0
"33",4,1,0,0,1,0,0,0,1,1,0
"34",3,1,0,0,0,0,0,0,1,1,0
"35",7,1,0,1,1,0,1,1,1,1,0
"36",5,0,1,1,0,1,0,1,0,1,0
"37",4,0,0,0,1,1,1,1,0,0,0
"38",2,1,0,0,0,1,0,0,0,0,0
"39",5,1,0,1,1,1,1,0,0,0,0
"40",4,1,0,1,0,1,0,0,1,0,0
"41",1,0,0,0,0,0,1,0,0,0,0
"42",3,0,1,1,0,0,0,1,0,0,0
"43",8,1,1,1,1,1,0,1,1,1,0
"44",5,1,1,1,1,0,0,1,0,0,0
"45",4,0,0,1,1,0,0,1,0,1,0
"46",4,0,0,0,1,1,0,0,1,1,0
"47",7,1,1,1,0,1,1,0,1,1,0
"48",5,0,1,1,0,0,1,1,0,1,0
"49",6,1,0,0,1,0,1,1,1,1,0
"50",6,1,0,1,0,1,0,1,1,1,0
"51",3,1,0,0,1,1,0,0,0,0,0
"52",4,0,1,1,1,0,0,1,0,0,0
"53",3,0,0,0,1,1,0,0,1,0,0
"54",5,0,0,1,1,0,0,1,1,1,0
"55",7,1,1,1,1,0,1,1,1,0,0
"56",5,1,0,1,0,0,1,1,0,1,0
"57",5,1,0,0,1,0,0,1,1,1,0
"58",7,0,1,1,1,0,1,1,1,1,0
"59",6,1,0,1,1,0,1,0,1,1,0
"60",5,0,1,1,0,0,0,1,1,1,0
"61",6,0,1,1,0,1,1,1,0,1,0
"62",7,1,1,0,1,1,1,1,1,0,0
"63",5,0,1,1,0,1,1,0,0,1,0
"64",5,1,0,0,1,1,0,1,1,0,0
"65",4,1,0,1,1,0,0,0,1,0,0
"66",3,1,0,1,0,0,0,0,1,0,0
"67",4,1,1,0,0,0,0,1,0,1,0
"68",6,1,1,1,1,0,1,0,0,1,0
"69",4,1,0,0,1,0,0,1,1,0,0
"70",2,0,0,0,0,0,1,0,1,0,0
"71",6,1,0,0,1,1,1,1,0,1,0
"72",6,1,0,1,1,0,1,0,1,1,0
"73",1,0,0,0,0,0,0,0,1,0,0
"74",4,1,0,0,0,0,0,1,1,1,0
"75",5,0,0,0,1,1,1,1,0,1,0
"76",5,0,0,0,1,1,1,1,0,1,0
"77",5,1,0,1,0,1,0,0,1,1,0
"78",5,1,0,1,1,0,1,0,0,1,0
"79",1,0,0,0,0,0,0,0,0,1,0
"80",4,1,0,1,1,0,0,1,0,0,0
"81",4,0,1,0,1,1,0,1,0,0,0
"82",7,1,0,1,1,1,1,0,1,1,0
"83",3,0,0,1,0,1,0,1,0,0,0
"84",5,0,1,0,1,1,0,1,1,0,0
"85",6,1,1,0,1,0,1,0,1,1,0
"86",6,1,0,1,1,1,0,1,0,1,0
"87",5,0,0,1,1,0,1,0,1,1,0
"88",4,0,0,1,0,1,0,1,0,1,0
"89",5,0,0,1,1,0,1,1,1,0,0
"90",3,0,0,0,0,0,1,1,1,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
