"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",6,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
"2",11,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0
"3",9,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0
"4",13,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
"5",6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
"6",9,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0
"7",6,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"8",8,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0
"9",6,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"10",7,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
"11",9,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
"12",8,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0
"13",8,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"14",10,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0
"15",10,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"16",8,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"17",5,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"18",8,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
"19",8,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0
"20",6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"21",8,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
"22",10,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0
"23",9,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0
"24",12,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0
"25",11,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0
"26",9,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
"27",8,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
"28",11,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0
"29",9,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
"30",10,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0
"31",10,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
"32",10,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0
"33",6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
"34",12,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0
"35",7,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"36",5,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"37",9,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0
"38",8,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0
"39",9,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
"40",7,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
"41",9,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0
"42",12,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
