"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",2,0,1,0,1,0,0,0,0,0,0
"2",4,0,1,0,1,1,0,1,0,0,0
"3",4,0,1,0,0,1,0,1,0,1,0
"4",5,0,1,0,0,0,1,1,1,1,0
"5",2,0,0,1,0,0,0,0,0,1,0
"6",6,0,1,1,0,1,1,0,1,1,0
"7",4,1,1,0,1,0,1,0,0,0,0
"8",5,0,0,1,0,0,1,1,1,1,0
"9",6,1,0,1,1,1,1,0,1,0,0
"10",6,0,1,0,1,1,0,1,1,1,0
"11",5,0,1,1,0,1,1,1,0,0,0
"12",5,0,0,0,1,1,1,1,1,0,0
"13",4,0,0,0,1,1,1,0,1,0,0
"14",5,0,1,1,1,0,0,1,0,1,0
"15",7,1,1,1,1,1,1,0,1,0,0
"16",3,0,0,1,1,0,0,0,0,1,0
"17",8,1,0,1,1,1,1,1,1,1,0
"18",3,1,0,0,0,0,1,0,1,0,0
"19",6,1,0,1,0,1,1,1,1,0,0
"20",3,0,1,0,0,1,0,0,1,0,0
"21",4,0,0,0,1,1,0,1,1,0,0
"22",3,0,1,0,0,1,1,0,0,0,0
"23",7,1,1,0,1,1,1,1,1,0,0
"24",4,1,1,0,1,1,0,0,0,0,0
"25",6,1,0,1,0,1,0,1,1,1,0
"26",4,1,1,0,0,0,1,1,0,0,0
"27",2,1,0,1,0,0,0,0,0,0,0
"28",5,1,0,0,0,1,1,0,1,1,0
"29",4,0,1,1,0,0,1,1,0,0,0
"30",5,0,1,1,1,0,0,0,1,1,0
"31",6,1,1,0,0,0,1,1,1,1,0
"32",5,1,0,1,1,0,0,1,0,1,0
"33",5,0,0,1,0,1,1,1,1,0,0
"34",6,1,1,0,1,1,1,0,0,1,0
"35",3,1,0,0,1,0,0,1,0,0,0
"36",7,1,1,1,0,0,1,1,1,1,0
"37",5,0,1,0,0,1,1,0,1,1,0
"38",3,1,0,1,0,0,0,1,0,0,0
"39",5,1,0,0,0,1,1,1,1,0,0
"40",3,0,0,0,1,0,1,0,0,1,0
"41",5,1,0,1,1,0,1,0,1,0,0
"42",4,0,0,1,1,1,0,0,0,1,0
"43",3,0,0,1,0,0,0,0,1,1,0
"44",6,1,1,1,0,0,1,1,1,0,0
"45",7,1,0,1,1,1,0,1,1,1,0
"46",5,0,0,1,0,1,1,0,1,1,0
"47",4,0,1,0,0,0,1,0,1,1,0
"48",2,0,0,1,1,0,0,0,0,0,0
"49",3,1,1,0,0,0,1,0,0,0,0
"50",6,1,0,1,0,1,1,0,1,1,0
"51",6,1,0,1,1,0,1,0,1,1,0
"52",3,0,0,0,0,0,1,1,0,1,0
"53",5,0,1,0,1,1,0,0,1,1,0
"54",6,1,1,1,1,1,0,0,1,0,0
"55",3,0,0,1,0,0,1,1,0,0,0
"56",6,1,1,1,0,0,1,0,1,1,0
"57",6,0,1,1,0,1,1,1,1,0,0
"58",2,0,1,1,0,0,0,0,0,0,0
"59",4,0,1,0,0,1,0,1,0,1,0
"60",7,1,0,1,0,1,1,1,1,1,0
"61",4,0,1,0,0,1,0,0,1,1,0
"62",5,1,0,0,0,1,1,0,1,1,0
"63",5,0,1,1,1,0,1,0,1,0,0
"64",4,1,0,1,0,0,1,1,0,0,0
"65",6,1,0,1,1,1,0,0,1,1,0
"66",7,1,1,1,1,0,1,1,1,0,0
"67",4,0,1,0,0,1,1,0,1,0,0
"68",6,1,1,1,0,0,1,1,1,0,0
"69",5,1,0,1,1,0,0,0,1,1,0
"70",5,1,1,1,0,0,1,0,1,0,0
"71",0,0,0,0,0,0,0,0,0,0,0
"72",5,1,0,0,1,0,1,1,1,0,0
"73",5,0,1,0,1,1,0,1,0,1,0
"74",2,0,0,0,0,1,1,0,0,0,0
"75",5,1,1,1,0,1,1,0,0,0,0
"76",5,1,0,0,1,1,1,0,1,0,0
"77",6,0,0,1,1,1,1,1,0,1,0
"78",6,1,0,0,1,1,1,1,1,0,0
"79",5,1,0,1,1,1,1,0,0,0,0
"80",6,1,0,1,1,1,0,1,0,1,0
"81",4,1,0,0,1,0,0,1,0,1,0
"82",6,0,0,1,1,1,1,1,1,0,0
"83",5,1,1,1,0,0,0,1,1,0,0
"84",6,0,1,1,1,0,1,1,0,1,0
"85",5,1,0,1,0,1,0,0,1,1,0
"86",4,0,0,1,1,1,0,0,1,0,0
"87",4,0,1,0,1,1,0,0,0,1,0
"88",7,0,1,1,1,0,1,1,1,1,0
"89",2,0,1,1,0,0,0,0,0,0,0
"90",3,0,1,1,0,0,0,0,0,1,0
"91",4,1,1,0,1,0,0,1,0,0,0
"92",7,1,1,1,0,1,1,1,0,1,0
"93",3,0,0,0,1,0,1,1,0,0,0
"94",3,0,0,1,0,1,0,0,0,1,0
"95",5,1,1,1,1,0,1,0,0,0,0
"96",8,1,1,1,1,1,1,1,0,1,0
"97",4,0,1,0,1,1,0,1,0,0,0
"98",6,0,0,1,0,1,1,1,1,1,0
"99",3,1,0,0,0,0,1,0,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,1
