"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",1,0,0,0,0,0,1,0,0,0,0
"2",1,0,0,0,0,0,1,0,0,0,0
"3",2,0,1,0,0,0,0,0,0,1,0
"4",0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0
"6",1,0,0,0,0,0,0,0,1,0,0
"7",1,0,0,0,1,0,0,0,0,0,0
"8",1,0,0,0,1,0,0,0,0,0,0
"9",3,0,1,0,0,1,1,0,0,0,0
"10",1,0,0,0,0,0,1,0,0,0,0
"11",3,0,1,0,0,1,0,0,0,1,0
"12",2,0,0,1,1,0,0,0,0,0,0
"13",0,0,0,0,0,0,0,0,0,0,0
"14",1,0,0,1,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0
"17",1,0,0,0,0,0,0,0,1,0,0
"18",1,1,0,0,0,0,0,0,0,0,0
"19",1,0,0,0,0,0,0,0,0,1,0
"20",2,0,0,0,0,0,1,0,0,1,0
"21",1,0,0,0,1,0,0,0,0,0,0
"22",1,0,1,0,0,0,0,0,0,0,0
"23",1,0,0,0,0,0,0,1,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0
"25",3,0,1,1,0,0,0,0,0,1,0
"26",1,0,0,0,0,0,0,0,0,1,0
"27",0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0
"31",1,1,0,0,0,0,0,0,0,0,0
"32",2,0,0,0,0,1,0,0,0,1,0
"33",1,0,0,0,0,0,0,0,0,1,0
"34",0,0,0,0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0
"37",1,0,0,0,0,0,1,0,0,0,0
"38",2,0,0,0,0,0,0,0,1,1,0
"39",0,0,0,0,0,0,0,0,0,0,0
"40",1,0,0,0,0,1,0,0,0,0,0
"41",2,1,0,0,0,0,0,1,0,0,0
"42",1,0,1,0,0,0,0,0,0,0,0
"43",1,0,1,0,0,0,0,0,0,0,0
"44",1,0,0,1,0,0,0,0,0,0,0
"45",1,0,0,0,0,0,0,1,0,0,0
"46",1,0,0,0,1,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0
"48",1,1,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0
"50",0,0,0,0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0
"52",1,0,0,0,1,0,0,0,0,0,0
"53",1,0,0,0,0,1,0,0,0,0,0
"54",1,0,0,0,1,0,0,0,0,0,0
"55",2,0,0,0,1,0,0,0,0,1,0
"56",1,0,0,0,1,0,0,0,0,0,0
"57",0,0,0,0,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,0,0,0
"60",1,0,0,0,0,0,0,1,0,0,0
"61",2,0,0,1,0,0,0,1,0,0,0
"62",1,0,1,0,0,0,0,0,0,0,0
"63",0,0,0,0,0,0,0,0,0,0,0
"64",1,0,0,0,0,1,0,0,0,0,0
"65",3,0,0,0,1,0,1,1,0,0,0
"66",2,1,0,0,0,0,0,1,0,0,0
"67",1,0,1,0,0,0,0,0,0,0,0
"68",0,0,0,0,0,0,0,0,0,0,0
"69",1,0,0,0,0,0,1,0,0,0,0
"70",1,0,1,0,0,0,0,0,0,0,0
"71",1,0,0,0,0,0,0,1,0,0,0
"72",1,1,0,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0
"74",1,1,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0
"76",3,0,0,0,1,0,0,1,1,0,0
"77",0,0,0,0,0,0,0,0,0,0,0
"78",2,0,0,1,0,0,0,0,0,1,0
"79",1,0,0,0,1,0,0,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0
"81",1,1,0,0,0,0,0,0,0,0,0
"82",0,0,0,0,0,0,0,0,0,0,0
"83",1,0,0,0,1,0,0,0,0,0,0
"84",2,1,0,0,0,0,0,0,0,1,0
"85",0,0,0,0,0,0,0,0,0,0,0
"86",1,0,0,0,0,0,0,1,0,0,0
"87",0,0,0,0,0,0,0,0,0,0,0
"88",1,0,0,0,0,0,0,1,0,0,0
"89",1,0,0,0,0,0,0,0,0,1,0
"90",0,0,0,0,0,0,0,0,0,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
