"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",9,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
"2",11,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0
"3",11,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0
"4",8,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
"5",8,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0
"6",7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0
"7",7,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"8",11,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
"9",12,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0
"10",11,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0
"11",11,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0
"12",10,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0
"13",7,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
"14",8,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0
"15",4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"16",10,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0
"17",12,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0
"18",11,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0
"19",10,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0
"20",11,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0
"21",9,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
"22",5,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"23",9,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0
"24",10,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0
"25",12,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0
"26",6,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"27",10,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0
"28",9,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
"29",11,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0
"30",8,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"31",10,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0
"32",6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
"33",10,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
"34",13,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0
"35",5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"36",5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"37",12,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0
"38",6,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"39",9,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
"40",11,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0
"41",7,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"42",11,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
"43",10,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
"44",11,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0
"45",6,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"46",6,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"47",10,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0
"48",14,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0
"49",11,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0
"50",8,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0
"51",9,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0
"52",8,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0
"53",7,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0
