"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",3,0,0,1,1,1,0,0,0,0,0
"2",4,0,0,1,1,1,0,0,1,0,0
"3",8,1,1,1,1,1,1,1,0,1,0
"4",7,1,1,1,0,1,1,0,1,1,0
"5",5,0,0,1,1,1,0,1,1,0,0
"6",4,0,0,1,0,1,0,1,1,0,0
"7",1,0,1,0,0,0,0,0,0,0,0
"8",6,0,1,1,1,1,1,0,0,1,0
"9",5,1,0,1,0,1,1,0,1,0,0
"10",4,0,1,1,0,0,0,1,0,1,0
"11",4,1,1,0,0,0,1,0,1,0,0
"12",6,1,1,1,1,1,0,0,0,1,0
"13",1,0,0,0,1,0,0,0,0,0,0
"14",3,1,0,1,0,0,0,0,0,1,0
"15",6,0,0,1,0,1,1,1,1,1,0
"16",4,1,0,0,1,0,0,1,1,0,0
"17",5,0,1,1,0,1,1,1,0,0,0
"18",5,1,0,1,0,1,0,0,1,1,0
"19",5,1,1,0,1,1,0,1,0,0,0
"20",4,0,1,1,1,0,1,0,0,0,0
"21",4,0,1,0,1,0,0,0,1,1,0
"22",6,1,1,1,0,1,0,1,1,0,0
"23",4,1,0,1,1,0,0,1,0,0,0
"24",5,1,1,1,1,0,0,0,0,1,0
"25",6,0,1,1,1,0,1,0,1,1,0
"26",4,0,0,0,0,1,1,1,1,0,0
"27",5,0,0,1,0,1,1,1,0,1,0
"28",4,0,1,1,1,0,0,0,0,1,0
"29",5,1,0,1,1,1,0,0,0,1,0
"30",6,1,1,0,0,1,1,0,1,1,0
"31",8,1,1,1,1,1,1,1,1,0,0
"32",6,1,0,1,1,1,0,1,0,1,0
"33",3,0,0,1,0,0,1,0,1,0,0
"34",5,0,1,0,0,0,1,1,1,1,0
"35",3,0,0,1,0,1,0,0,1,0,0
"36",4,1,0,0,1,1,0,0,1,0,0
"37",4,1,0,0,1,1,0,1,0,0,0
"38",5,0,0,1,0,1,0,1,1,1,0
"39",5,1,1,0,0,0,1,1,0,1,0
"40",4,0,1,1,0,0,1,1,0,0,0
"41",5,0,1,0,1,1,1,0,0,1,0
"42",6,1,0,1,1,0,1,1,1,0,0
"43",4,0,1,1,0,0,0,1,0,1,0
"44",4,1,1,0,1,0,0,0,1,0,0
"45",3,1,0,0,0,0,1,0,0,1,0
"46",6,1,1,0,1,1,1,0,0,1,0
"47",4,1,0,0,0,1,0,1,0,1,0
"48",5,1,0,1,1,0,0,1,0,1,0
"49",4,1,0,0,0,0,1,1,1,0,0
"50",5,1,0,0,0,1,1,1,1,0,0
"51",1,0,0,1,0,0,0,0,0,0,0
"52",5,1,0,0,1,1,0,1,0,1,0
"53",4,0,0,1,0,1,1,0,1,0,0
"54",4,0,1,1,1,0,0,0,1,0,0
"55",3,0,0,0,0,1,1,0,0,1,0
"56",5,1,0,1,1,1,1,0,0,0,0
"57",6,0,0,0,1,1,1,1,1,1,0
"58",2,1,0,0,0,0,1,0,0,0,0
"59",5,1,1,0,1,0,0,1,0,1,0
"60",6,1,0,1,0,1,1,1,0,1,0
"61",3,0,0,1,0,0,1,1,0,0,0
"62",5,0,0,1,0,1,1,0,1,1,0
"63",4,0,1,0,1,1,0,0,0,1,0
"64",5,1,0,0,0,1,1,1,1,0,0
"65",5,1,0,0,1,1,1,0,1,0,0
"66",4,1,0,0,1,0,1,0,1,0,0
"67",5,1,0,0,1,0,1,1,1,0,0
"68",6,1,1,1,0,1,0,1,0,1,0
"69",6,1,1,0,1,0,1,1,0,1,0
"70",4,1,1,0,0,1,0,0,0,1,0
"71",6,0,1,0,0,1,1,1,1,1,0
"72",5,1,0,1,0,0,1,1,1,0,0
"73",5,0,0,0,1,1,1,0,1,1,0
"74",5,1,1,0,0,1,0,0,1,1,0
"75",2,0,0,0,1,0,0,0,0,1,0
"76",4,1,0,1,1,0,0,0,0,1,0
"77",5,1,1,0,1,1,0,0,0,1,0
"78",4,0,0,0,1,1,1,0,1,0,0
"79",6,1,0,0,1,1,0,1,1,1,0
"80",3,0,1,0,0,0,0,1,0,1,0
"81",3,0,0,1,0,0,0,1,1,0,0
"82",8,1,1,1,0,1,1,1,1,1,0
"83",4,0,0,1,1,0,0,1,1,0,0
"84",4,1,1,1,0,0,1,0,0,0,0
"85",4,0,1,0,0,0,1,1,1,0,0
"86",5,1,0,1,1,0,0,1,1,0,0
"87",6,0,1,1,1,1,1,0,1,0,0
"88",3,0,0,0,1,0,1,0,0,1,0
"89",6,1,1,1,0,1,1,0,0,1,0
"90",5,0,1,0,1,0,1,1,0,1,0
"91",7,1,1,0,1,1,1,1,1,0,0
"92",5,0,1,1,0,0,0,1,1,1,0
"93",5,1,0,1,1,1,0,0,0,1,0
"94",3,1,1,0,0,1,0,0,0,0,0
"95",7,1,1,1,1,0,1,0,1,1,0
"96",3,1,0,0,0,0,0,1,1,0,0
"97",6,1,0,1,0,0,1,1,1,1,0
"98",7,1,1,1,1,0,1,1,0,1,0
"99",3,0,0,0,0,1,1,0,1,0,0
"100",1,0,0,0,0,0,0,0,0,0,1
