"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",5,1,0,1,1,0,1,1,0,0,0
"2",6,1,0,1,1,1,1,0,0,1,0
"3",3,1,1,0,0,0,1,0,0,0,0
"4",7,0,1,0,1,1,1,1,1,1,0
"5",7,0,1,1,1,0,1,1,1,1,0
"6",6,0,1,1,0,1,1,1,0,1,0
"7",2,1,0,0,0,1,0,0,0,0,0
"8",6,1,0,0,0,1,1,1,1,1,0
"9",2,0,0,0,0,0,0,1,0,1,0
"10",4,1,0,0,1,1,0,0,1,0,0
"11",4,1,1,1,0,0,1,0,0,0,0
"12",6,1,0,0,1,1,0,1,1,1,0
"13",2,0,0,1,0,1,0,0,0,0,0
"14",2,0,1,0,0,0,0,0,1,0,0
"15",5,1,1,1,0,1,0,0,1,0,0
"16",3,1,1,1,0,0,0,0,0,0,0
"17",4,0,0,0,0,1,1,0,1,1,0
"18",8,1,1,1,1,1,0,1,1,1,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
