"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",6,1,1,0,0,1,1,1,1,0,0
"2",3,0,0,0,0,1,1,1,0,0,0
"3",7,1,1,1,1,1,1,0,1,0,0
"4",7,1,0,1,0,1,1,1,1,1,0
"5",5,1,0,0,0,1,1,0,1,1,0
"6",2,0,0,0,1,0,0,0,1,0,0
"7",3,1,1,0,0,0,0,0,1,0,0
"8",4,1,1,0,0,0,0,0,1,1,0
"9",4,1,0,0,0,1,0,1,1,0,0
"10",6,0,1,1,0,1,1,1,1,0,0
"11",2,0,0,0,1,0,0,0,0,1,0
"12",6,0,1,1,1,0,1,1,1,0,0
"13",4,1,0,0,1,1,1,0,0,0,0
"14",7,1,1,1,1,0,1,0,1,1,0
"15",4,1,1,0,1,0,0,0,1,0,0
"16",4,1,0,0,0,1,0,0,1,1,0
"17",5,1,0,0,1,0,1,1,1,0,0
"18",5,1,0,1,0,0,0,1,1,1,0
"19",3,0,1,1,1,0,0,0,0,0,0
"20",6,1,1,1,0,1,1,0,0,1,0
"21",6,1,0,1,0,1,1,1,0,1,0
"22",6,0,1,0,1,1,1,0,1,1,0
"23",6,0,1,1,1,1,1,0,0,1,0
"24",7,1,1,0,1,1,1,1,0,1,0
"25",3,0,1,0,0,0,1,0,0,1,0
"26",3,0,1,0,0,0,1,1,0,0,0
"27",9,1,1,1,1,1,1,1,1,1,0
"28",4,0,0,0,0,0,1,1,1,1,0
"29",6,1,0,1,1,0,1,1,1,0,0
"30",5,1,0,0,0,1,1,1,0,1,0
"31",4,1,1,0,0,1,1,0,0,0,0
"32",4,0,0,1,0,1,1,0,1,0,0
"33",5,1,0,1,0,1,0,1,0,1,0
"34",7,1,1,1,1,1,0,1,0,1,0
"35",2,0,0,1,0,0,0,1,0,0,0
"36",2,0,0,0,0,0,1,0,0,1,0
"37",2,0,0,0,0,1,0,0,0,1,0
"38",6,1,0,0,1,0,1,1,1,1,0
"39",4,0,1,1,1,0,0,0,1,0,0
"40",5,0,0,1,1,0,0,1,1,1,0
"41",4,0,0,0,0,1,0,1,1,1,0
"42",6,1,0,1,0,1,1,1,0,1,0
"43",5,0,1,0,1,0,1,1,0,1,0
"44",4,0,1,0,0,0,1,0,1,1,0
"45",5,0,1,0,1,1,1,0,1,0,0
"46",5,1,0,1,0,0,0,1,1,1,0
"47",7,1,1,1,1,0,1,1,0,1,0
"48",5,1,0,1,0,0,1,1,0,1,0
"49",6,1,1,0,1,1,0,1,1,0,0
"50",3,0,0,0,0,1,0,1,0,1,0
"51",5,1,1,1,0,1,0,0,0,1,0
"52",6,0,1,0,1,1,1,1,1,0,0
"53",5,0,0,1,0,1,1,0,1,1,0
"54",5,1,0,1,1,1,0,1,0,0,0
"55",2,0,1,0,0,0,1,0,0,0,0
"56",3,0,1,0,0,1,0,1,0,0,0
"57",3,1,1,0,0,1,0,0,0,0,0
"58",2,0,0,1,0,1,0,0,0,0,0
"59",4,0,1,0,1,0,0,1,0,1,0
"60",7,1,1,1,1,1,1,0,0,1,0
"61",3,0,1,0,1,0,0,1,0,0,0
"62",2,0,0,0,0,1,1,0,0,0,0
"63",5,0,1,1,1,1,1,0,0,0,0
"64",2,0,0,1,0,1,0,0,0,0,0
"65",4,0,1,1,0,0,1,0,1,0,0
"66",6,1,1,1,1,0,0,1,1,0,0
"67",5,0,1,0,1,1,1,1,0,0,0
"68",3,0,0,1,0,1,0,0,1,0,0
"69",5,1,0,1,0,1,1,0,0,1,0
"70",6,0,1,1,1,0,1,0,1,1,0
"71",1,0,0,0,0,1,0,0,0,0,0
"72",5,1,0,0,0,1,1,1,1,0,0
"73",4,0,1,0,0,0,1,0,1,1,0
"74",2,0,0,0,0,1,1,0,0,0,0
"75",3,1,1,0,0,0,1,0,0,0,0
"76",4,0,0,0,1,1,1,1,0,0,0
"77",7,1,1,1,1,0,1,1,1,0,0
"78",5,1,0,0,0,0,1,1,1,1,0
"79",6,1,1,1,1,1,0,0,0,1,0
"80",5,0,1,1,0,1,0,0,1,1,0
"81",7,1,1,1,1,1,0,1,0,1,0
"82",4,0,1,0,0,1,1,0,0,1,0
"83",4,0,1,0,0,0,0,1,1,1,0
"84",2,1,0,0,0,0,1,0,0,0,0
"85",6,1,1,1,1,0,1,0,1,0,0
"86",4,1,0,0,1,0,0,1,0,1,0
"87",3,0,0,1,1,1,0,0,0,0,0
"88",3,0,0,0,0,1,1,1,0,0,0
"89",3,0,1,0,0,0,0,1,1,0,0
"90",7,0,1,1,0,1,1,1,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
