"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",4,0,0,0,1,1,1,0,0,1,0
"2",4,1,0,0,1,0,0,0,1,1,0
"3",5,0,1,0,1,1,1,0,1,0,0
"4",3,1,0,0,1,0,0,0,0,1,0
"5",7,1,0,1,1,1,1,0,1,1,0
"6",3,0,0,0,0,1,1,1,0,0,0
"7",1,0,0,0,0,0,1,0,0,0,0
"8",5,0,0,1,1,0,1,1,0,1,0
"9",5,1,1,0,0,1,1,1,0,0,0
"10",1,0,0,0,0,0,0,0,0,1,0
"11",3,0,1,0,1,0,1,0,0,0,0
"12",4,1,1,0,0,0,0,1,1,0,0
"13",6,0,1,0,0,1,1,1,1,1,0
"14",3,0,0,0,0,1,0,1,1,0,0
"15",5,0,1,1,1,0,1,0,1,0,0
"16",2,0,0,1,0,0,1,0,0,0,0
"17",5,1,1,0,0,0,1,1,0,1,0
"18",7,1,1,1,1,0,1,1,1,0,0
"19",6,1,0,1,1,1,0,0,1,1,0
"20",3,0,0,0,1,1,0,0,0,1,0
"21",4,1,0,0,1,0,1,0,1,0,0
"22",5,0,1,0,1,1,0,1,0,1,0
"23",4,0,1,1,0,1,0,0,0,1,0
"24",7,1,1,0,1,1,0,1,1,1,0
"25",3,1,0,0,0,0,0,0,1,1,0
"26",3,0,1,0,1,1,0,0,0,0,0
"27",5,0,1,1,1,1,0,1,0,0,0
"28",4,1,0,1,1,0,0,0,0,1,0
"29",5,0,1,1,1,0,0,1,1,0,0
"30",7,1,0,1,1,1,0,1,1,1,0
"31",5,1,1,1,1,0,0,1,0,0,0
"32",3,0,1,0,1,1,0,0,0,0,0
"33",7,1,0,1,1,1,1,1,1,0,0
"34",6,1,1,1,0,0,0,1,1,1,0
"35",7,1,0,1,1,1,0,1,1,1,0
"36",4,1,1,1,1,0,0,0,0,0,0
"37",5,0,1,1,1,1,1,0,0,0,0
"38",4,0,1,1,0,0,1,0,0,1,0
"39",7,1,1,1,1,0,1,0,1,1,0
"40",1,0,0,0,0,0,0,1,0,0,0
"41",4,1,1,0,1,0,0,1,0,0,0
"42",5,0,1,0,0,1,1,1,1,0,0
"43",5,0,0,1,0,1,1,1,1,0,0
"44",4,0,0,1,0,1,0,1,1,0,0
"45",6,0,0,1,1,1,1,0,1,1,0
"46",6,1,0,1,1,0,1,1,0,1,0
"47",8,1,1,1,1,1,1,1,0,1,0
"48",4,0,0,1,1,1,1,0,0,0,0
"49",3,0,1,0,0,0,0,1,1,0,0
"50",3,1,0,1,0,1,0,0,0,0,0
"51",2,0,1,0,0,0,0,0,0,1,0
"52",7,1,1,1,0,1,0,1,1,1,0
"53",5,1,1,1,0,0,0,1,1,0,0
"54",2,1,0,0,0,0,0,0,0,1,0
"55",8,0,1,1,1,1,1,1,1,1,0
"56",4,1,0,1,0,1,0,0,1,0,0
"57",4,1,0,0,0,1,0,1,0,1,0
"58",1,0,0,0,0,0,1,0,0,0,0
"59",5,0,0,1,0,0,1,1,1,1,0
"60",5,0,0,1,1,1,1,0,1,0,0
"61",5,0,0,1,0,1,0,1,1,1,0
"62",5,1,0,0,1,1,1,0,1,0,0
"63",4,0,0,1,1,1,0,0,1,0,0
"64",7,1,1,1,0,1,1,0,1,1,0
"65",7,1,1,1,1,0,1,0,1,1,0
"66",5,0,1,0,1,0,0,1,1,1,0
"67",5,1,0,1,0,0,1,0,1,1,0
"68",3,0,1,0,0,0,1,1,0,0,0
"69",7,1,1,1,1,0,1,1,1,0,0
"70",4,0,1,0,0,1,1,0,1,0,0
"71",5,1,1,1,0,1,0,1,0,0,0
"72",2,0,1,0,0,0,1,0,0,0,0
"73",8,1,1,1,0,1,1,1,1,1,0
"74",3,0,0,0,1,0,0,1,0,1,0
"75",3,0,0,1,1,1,0,0,0,0,0
"76",3,1,0,0,0,0,0,1,0,1,0
"77",5,0,0,1,1,0,1,1,1,0,0
"78",4,0,1,0,1,0,1,0,1,0,0
"79",3,0,1,0,1,0,0,0,1,0,0
"80",2,1,0,0,0,0,1,0,0,0,0
"81",3,0,0,0,0,1,0,1,1,0,0
"82",5,1,0,1,0,0,1,0,1,1,0
"83",6,1,0,0,1,1,1,0,1,1,0
"84",6,1,1,1,0,1,0,0,1,1,0
"85",5,0,1,1,1,0,1,0,1,0,0
"86",3,1,0,0,1,1,0,0,0,0,0
"87",5,1,1,0,0,1,1,0,1,0,0
"88",4,0,1,1,0,0,0,1,1,0,0
"89",3,1,1,0,0,0,1,0,0,0,0
"90",4,0,1,1,0,1,0,1,0,0,0
"91",4,1,1,0,0,1,0,0,0,1,0
"92",2,0,0,1,0,1,0,0,0,0,0
"93",4,1,0,1,1,0,0,0,1,0,0
"94",5,0,0,1,1,1,0,1,0,1,0
"95",3,0,1,1,1,0,0,0,0,0,0
"96",4,1,0,1,1,0,0,0,1,0,0
"97",4,0,1,0,1,1,0,0,1,0,0
"98",4,0,1,0,0,1,0,0,1,1,0
"99",5,1,0,0,0,1,1,1,0,1,0
"100",1,0,0,0,0,0,0,0,0,0,1
