"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",6,0,1,1,0,1,1,0,1,1,0
"2",5,1,0,0,1,1,0,0,1,1,0
"3",3,1,0,1,1,0,0,0,0,0,0
"4",1,0,0,0,0,0,0,0,0,1,0
"5",3,1,0,0,0,0,1,0,0,1,0
"6",5,0,0,0,1,1,1,1,0,1,0
"7",4,1,1,0,0,0,0,1,1,0,0
"8",5,0,0,1,0,1,1,1,0,1,0
"9",4,1,1,0,0,0,0,0,1,1,0
"10",5,1,0,0,0,1,1,1,0,1,0
"11",5,1,0,1,1,0,1,0,1,0,0
"12",3,0,1,1,1,0,0,0,0,0,0
"13",4,0,0,0,1,1,1,0,0,1,0
"14",6,1,0,1,0,1,1,0,1,1,0
"15",3,0,0,0,0,1,1,1,0,0,0
"16",5,0,0,0,1,1,1,0,1,1,0
"17",2,0,0,0,1,1,0,0,0,0,0
"18",3,0,1,0,1,0,0,1,0,0,0
"19",4,0,1,1,0,1,0,0,1,0,0
"20",4,1,0,1,0,1,0,0,1,0,0
"21",6,0,1,1,0,1,1,1,1,0,0
"22",5,0,0,1,1,0,1,1,0,1,0
"23",3,0,0,0,1,1,1,0,0,0,0
"24",6,0,0,1,0,1,1,1,1,1,0
"25",1,0,0,0,0,0,1,0,0,0,0
"26",5,1,1,1,0,0,0,1,1,0,0
"27",4,0,0,0,1,1,0,0,1,1,0
"28",4,1,1,0,0,1,0,0,1,0,0
"29",4,1,0,0,1,0,1,0,1,0,0
"30",4,0,0,1,0,1,0,1,1,0,0
"31",2,0,0,0,1,1,0,0,0,0,0
"32",2,1,0,1,0,0,0,0,0,0,0
"33",7,1,0,1,1,1,0,1,1,1,0
"34",5,1,1,0,1,1,0,0,1,0,0
"35",6,0,1,1,1,0,1,1,1,0,0
"36",6,0,1,1,1,0,1,1,1,0,0
"37",2,0,0,0,0,1,0,1,0,0,0
"38",5,1,1,1,0,1,1,0,0,0,0
"39",5,1,0,1,1,0,0,1,1,0,0
"40",7,1,1,1,1,0,1,1,1,0,0
"41",6,1,0,0,1,1,0,1,1,1,0
"42",4,1,0,0,1,1,0,1,0,0,0
"43",4,0,1,1,0,1,1,0,0,0,0
"44",6,0,1,1,0,1,0,1,1,1,0
"45",4,0,0,0,1,0,1,1,1,0,0
"46",3,1,0,0,0,0,1,0,1,0,0
"47",3,0,1,0,0,1,0,1,0,0,0
"48",3,0,1,1,0,0,1,0,0,0,0
"49",4,0,1,0,0,1,1,0,0,1,0
"50",6,1,0,1,0,0,1,1,1,1,0
"51",5,1,1,1,0,1,1,0,0,0,0
"52",7,0,1,1,1,1,0,1,1,1,0
"53",4,0,1,0,1,1,0,1,0,0,0
"54",6,0,0,1,1,0,1,1,1,1,0
"55",5,0,1,1,0,0,0,1,1,1,0
"56",4,1,0,0,0,1,1,0,0,1,0
"57",6,1,1,1,0,1,1,0,0,1,0
"58",1,0,0,1,0,0,0,0,0,0,0
"59",3,1,0,1,0,0,0,1,0,0,0
"60",4,1,0,1,1,0,0,0,0,1,0
"61",4,1,0,0,1,1,1,0,0,0,0
"62",6,1,0,1,1,1,1,1,0,0,0
"63",3,0,0,1,0,1,0,1,0,0,0
"64",3,0,0,0,0,0,0,1,1,1,0
"65",5,1,1,1,0,0,1,1,0,0,0
"66",4,1,0,0,1,0,1,1,0,0,0
"67",4,1,1,0,0,0,1,1,0,0,0
"68",2,0,0,1,0,0,0,0,1,0,0
"69",5,1,1,1,0,0,1,1,0,0,0
"70",4,1,1,1,0,0,0,0,0,1,0
"71",7,1,1,1,0,1,1,1,1,0,0
"72",6,0,1,0,1,1,1,1,1,0,0
"73",4,0,0,1,1,1,0,1,0,0,0
"74",4,0,1,1,1,0,0,1,0,0,0
"75",3,0,0,0,0,1,0,1,0,1,0
"76",5,0,1,1,0,0,1,0,1,1,0
"77",6,0,1,1,1,0,1,1,0,1,0
"78",7,1,1,1,1,1,1,0,1,0,0
"79",5,0,1,1,1,0,1,1,0,0,0
"80",6,1,1,0,0,1,1,1,0,1,0
"81",3,0,0,0,1,1,0,0,1,0,0
"82",4,1,0,0,0,1,0,1,0,1,0
"83",6,1,1,0,1,1,1,0,0,1,0
"84",4,1,1,0,0,0,0,1,1,0,0
"85",6,0,0,1,1,1,1,1,1,0,0
"86",4,0,0,1,0,1,0,1,0,1,0
"87",5,0,1,0,1,1,1,0,0,1,0
"88",5,1,1,1,0,1,0,0,1,0,0
"89",3,0,0,0,0,1,1,0,0,1,0
"90",1,0,0,0,0,0,0,0,1,0,0
"91",6,0,1,1,1,1,1,1,0,0,0
"92",4,0,0,0,0,1,1,1,1,0,0
"93",4,0,1,0,1,1,0,0,1,0,0
"94",4,1,0,0,0,1,1,1,0,0,0
"95",3,0,1,0,0,1,0,0,0,1,0
"96",6,1,1,1,1,0,1,0,1,0,0
"97",5,0,1,1,0,1,1,0,0,1,0
"98",8,1,1,1,1,0,1,1,1,1,0
"99",5,0,0,0,1,1,0,1,1,1,0
"100",1,0,0,0,0,0,0,0,0,0,1
