"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",11,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0
"2",11,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0
"3",10,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0
"4",10,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0
"5",12,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0
"6",8,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0
"7",9,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0
"8",9,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0
"9",13,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0
"10",12,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0
"11",12,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0
"12",9,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
"13",9,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
"14",8,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0
"15",11,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0
"16",9,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
"17",5,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"18",7,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
"19",10,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0
"20",7,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0
"21",8,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
"22",8,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0
"23",9,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0
"24",13,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0
"25",11,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0
"26",13,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0
"27",9,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0
"28",12,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0
"29",9,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0
"30",11,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0
"31",8,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"32",8,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
"33",8,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
"34",7,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0
"35",10,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0
"36",9,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
"37",10,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0
"38",7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
"39",11,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0
"40",11,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0
"41",11,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0
"42",8,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
"43",13,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0
"44",9,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
"45",12,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0
"46",9,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0
"47",9,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0
"48",13,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0
"49",5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"50",6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
"51",8,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
"52",11,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0
"53",11,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0
"54",11,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
"55",13,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0
"56",9,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
"57",13,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0
"58",11,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0
"59",7,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"60",6,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
"61",8,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0
"62",8,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
"63",8,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0
"64",7,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"65",8,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
"66",9,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0
"67",9,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
"68",13,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0
"69",7,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
"70",8,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
"71",9,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
"72",8,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
"73",9,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0
"74",8,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"75",11,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"76",9,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0
"77",13,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0
"78",7,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
"79",10,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0
"80",11,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0
"81",10,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
"82",12,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
"83",14,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
"84",9,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0
"85",9,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0
"86",11,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0
"87",8,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
"88",8,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0
"89",13,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
"90",11,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0
"91",14,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0
"92",9,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0
"93",5,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
"94",8,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0
