"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",4,1,0,1,0,0,0,1,1,0,0
"2",6,0,1,1,1,1,0,0,1,1,0
"3",5,1,1,1,0,1,0,0,1,0,0
"4",7,1,1,0,0,1,1,1,1,1,0
"5",6,0,0,1,1,1,1,0,1,1,0
"6",5,0,1,1,0,1,1,1,0,0,0
"7",7,0,1,1,1,1,1,1,0,1,0
"8",4,1,1,0,0,0,1,1,0,0,0
"9",5,1,1,1,0,0,1,0,0,1,0
"10",3,0,1,0,0,1,0,1,0,0,0
"11",6,0,1,1,1,0,0,1,1,1,0
"12",6,1,1,0,1,1,1,1,0,0,0
"13",5,1,1,1,1,1,0,0,0,0,0
"14",4,0,1,0,1,0,0,1,0,1,0
"15",4,1,1,0,0,0,0,0,1,1,0
"16",4,0,0,0,0,1,1,0,1,1,0
"17",5,0,1,1,0,0,1,1,0,1,0
"18",8,1,0,1,1,1,1,1,1,1,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
