"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",3,0,1,0,1,0,0,0,1,0,0
"2",2,0,0,0,1,0,1,0,0,0,0
"3",5,0,0,1,1,0,1,0,1,1,0
"4",1,0,0,1,0,0,0,0,0,0,0
"5",6,1,0,1,1,0,0,1,1,1,0
"6",4,1,0,0,0,1,1,0,1,0,0
"7",7,1,1,0,1,0,1,1,1,1,0
"8",4,0,0,1,1,0,0,1,0,1,0
"9",3,0,1,0,0,0,0,1,1,0,0
"10",3,0,1,1,0,1,0,0,0,0,0
"11",5,1,0,1,1,0,1,0,0,1,0
"12",3,1,0,0,1,1,0,0,0,0,0
"13",5,1,1,0,1,1,0,0,0,1,0
"14",7,0,1,1,1,1,1,0,1,1,0
"15",4,0,1,1,0,1,1,0,0,0,0
"16",5,0,1,1,1,0,1,1,0,0,0
"17",3,1,0,0,0,1,0,0,0,1,0
"18",6,1,0,1,1,1,0,1,1,0,0
"19",6,1,0,1,1,1,1,0,1,0,0
"20",3,1,0,0,0,1,0,0,0,1,0
"21",5,1,1,0,1,0,1,0,1,0,0
"22",7,1,1,1,1,0,1,0,1,1,0
"23",5,1,1,0,0,1,0,1,0,1,0
"24",6,0,1,1,0,1,1,1,0,1,0
"25",5,1,0,1,1,0,1,0,1,0,0
"26",3,0,0,0,0,0,0,1,1,1,0
"27",4,1,1,1,0,0,0,0,0,1,0
"28",1,0,0,0,0,0,1,0,0,0,0
"29",6,0,1,1,0,1,0,1,1,1,0
"30",8,1,1,1,1,1,1,1,0,1,0
"31",2,0,1,0,0,0,0,1,0,0,0
"32",5,1,0,1,1,0,0,0,1,1,0
"33",3,1,0,0,0,1,0,1,0,0,0
"34",3,1,1,0,1,0,0,0,0,0,0
"35",4,1,1,0,0,0,1,1,0,0,0
"36",5,0,1,1,1,1,0,0,1,0,0
"37",3,0,0,1,0,0,0,0,1,1,0
"38",8,1,1,1,1,1,1,1,0,1,0
"39",3,0,0,0,0,0,1,1,0,1,0
"40",4,0,1,0,1,0,0,0,1,1,0
"41",3,1,1,0,0,1,0,0,0,0,0
"42",4,0,1,0,1,0,1,0,0,1,0
"43",5,1,0,1,1,0,1,1,0,0,0
"44",2,1,0,0,0,0,0,0,0,1,0
"45",5,1,1,1,0,0,0,0,1,1,0
"46",5,1,0,0,0,1,1,1,1,0,0
"47",5,0,0,1,0,1,1,1,1,0,0
"48",3,1,1,0,1,0,0,0,0,0,0
"49",4,0,1,0,0,0,1,0,1,1,0
"50",5,0,0,1,1,0,1,1,0,1,0
"51",4,0,0,0,0,1,1,0,1,1,0
"52",6,1,1,1,1,1,0,1,0,0,0
"53",8,1,1,1,1,1,1,1,1,0,0
"54",4,0,1,0,1,0,0,1,0,1,0
"55",3,0,0,0,1,0,0,1,0,1,0
"56",3,0,1,0,1,0,0,1,0,0,0
"57",5,1,1,1,0,1,0,0,0,1,0
"58",3,1,0,0,1,1,0,0,0,0,0
"59",5,0,0,1,1,0,1,1,1,0,0
"60",4,0,0,0,1,0,1,1,1,0,0
"61",6,1,1,0,0,0,1,1,1,1,0
"62",6,0,0,0,1,1,1,1,1,1,0
"63",6,1,0,1,1,1,0,0,1,1,0
"64",7,1,1,1,1,0,1,1,1,0,0
"65",5,1,0,1,0,1,1,0,0,1,0
"66",3,1,0,0,0,0,1,0,1,0,0
"67",4,0,1,1,1,0,1,0,0,0,0
"68",3,0,0,0,0,0,1,1,1,0,0
"69",3,0,0,1,0,0,0,1,1,0,0
"70",4,0,0,0,0,1,1,1,1,0,0
"71",5,1,1,1,0,0,0,1,0,1,0
"72",7,0,0,1,1,1,1,1,1,1,0
"73",2,0,0,0,0,1,0,1,0,0,0
"74",3,0,1,0,0,0,0,0,1,1,0
"75",4,1,1,0,0,0,0,0,1,1,0
"76",6,1,1,0,0,1,0,1,1,1,0
"77",2,0,1,0,0,0,0,0,1,0,0
"78",5,1,1,0,1,0,1,1,0,0,0
"79",7,0,0,1,1,1,1,1,1,1,0
"80",6,1,0,1,0,1,1,1,0,1,0
"81",3,0,0,1,0,0,0,1,1,0,0
"82",4,1,1,0,0,1,0,1,0,0,0
"83",4,1,0,0,1,0,0,0,1,1,0
"84",4,0,0,1,0,0,1,1,0,1,0
"85",4,0,1,0,0,1,0,0,1,1,0
"86",6,1,1,1,0,1,1,1,0,0,0
"87",4,1,1,0,1,0,0,1,0,0,0
"88",4,1,0,1,1,0,0,1,0,0,0
"89",6,1,1,0,1,1,0,1,1,0,0
"90",4,0,0,1,1,1,0,1,0,0,0
"91",2,0,1,1,0,0,0,0,0,0,0
"92",5,0,0,1,1,1,0,0,1,1,0
"93",2,0,0,0,1,0,0,0,0,1,0
"94",4,0,0,0,0,1,1,1,1,0,0
"95",5,0,1,1,1,0,1,0,0,1,0
"96",3,0,0,1,1,0,0,1,0,0,0
"97",4,1,1,0,1,0,0,0,0,1,0
"98",5,0,1,0,1,0,1,1,0,1,0
"99",4,0,1,0,1,0,0,0,1,1,0
"100",1,0,0,0,0,0,0,0,0,0,1
