"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",5,0,0,1,1,1,1,0,1,0,0
"2",6,0,1,1,1,1,0,1,1,0,0
"3",3,0,0,1,0,0,0,1,0,1,0
"4",6,1,0,1,1,1,1,1,0,0,0
"5",5,1,1,0,0,1,0,0,1,1,0
"6",4,1,0,0,1,1,1,0,0,0,0
"7",4,0,1,1,1,0,1,0,0,0,0
"8",6,0,1,0,1,1,1,0,1,1,0
"9",7,0,1,1,1,1,0,1,1,1,0
"10",4,0,0,1,0,1,0,0,1,1,0
"11",2,1,0,0,1,0,0,0,0,0,0
"12",3,1,0,0,0,1,1,0,0,0,0
"13",4,0,0,1,0,0,1,0,1,1,0
"14",6,1,0,1,0,1,0,1,1,1,0
"15",5,0,1,1,0,0,0,1,1,1,0
"16",5,0,1,0,1,1,0,1,1,0,0
"17",5,1,0,0,0,1,1,1,0,1,0
"18",5,1,1,1,0,0,1,0,0,1,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
