"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"4",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"5",4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"6",3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"9",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"13",3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"14",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"15",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"17",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"18",5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
"19",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"20",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",5,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"26",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"28",2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"29",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"30",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"31",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"33",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"34",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"36",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"38",3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"39",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"41",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"42",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"46",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"47",5,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"48",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"49",3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"50",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"51",3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"52",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"54",3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"56",5,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
"57",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"61",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"62",3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"63",7,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0
"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",4,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"66",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"67",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"68",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"71",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"72",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"73",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"74",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"75",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"76",2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"77",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"78",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"80",2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"81",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"82",5,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"83",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"84",3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"88",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"89",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"90",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
