"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",4,0,0,1,0,0,1,0,1,1,0
"2",3,0,0,1,0,0,1,0,0,1,0
"3",4,0,1,0,0,1,1,1,0,0,0
"4",3,0,1,0,1,0,0,0,0,1,0
"5",5,1,1,0,1,0,1,0,0,1,0
"6",9,1,1,1,1,1,1,1,1,1,0
"7",6,0,1,1,0,1,1,0,1,1,0
"8",7,1,1,1,1,1,0,0,1,1,0
"9",5,0,1,1,0,1,0,1,0,1,0
"10",6,0,1,1,1,0,1,1,1,0,0
"11",3,1,0,1,0,0,0,0,1,0,0
"12",5,1,1,0,0,0,1,1,0,1,0
"13",7,1,1,0,1,1,1,1,0,1,0
"14",4,1,0,1,0,0,0,1,0,1,0
"15",3,0,0,0,1,0,1,0,0,1,0
"16",3,0,0,1,1,0,0,0,1,0,0
"17",3,0,0,0,0,0,0,1,1,1,0
"18",3,0,0,0,0,1,0,1,0,1,0
"19",3,0,1,0,1,1,0,0,0,0,0
"20",7,0,1,1,0,1,1,1,1,1,0
"21",3,1,0,0,0,0,1,0,0,1,0
"22",3,1,0,1,1,0,0,0,0,0,0
"23",4,0,0,1,1,1,1,0,0,0,0
"24",7,1,0,1,1,1,0,1,1,1,0
"25",5,1,1,0,0,0,1,1,1,0,0
"26",4,1,0,0,1,1,0,0,0,1,0
"27",6,0,0,1,0,1,1,1,1,1,0
"28",4,0,1,0,0,1,0,1,1,0,0
"29",6,1,1,0,1,1,1,1,0,0,0
"30",5,1,1,0,1,0,0,1,0,1,0
"31",5,0,1,1,0,1,1,0,0,1,0
"32",4,1,1,0,1,0,0,0,1,0,0
"33",4,1,0,1,0,1,1,0,0,0,0
"34",4,0,1,0,0,1,1,0,1,0,0
"35",5,1,1,0,1,0,1,0,1,0,0
"36",4,1,1,0,0,0,0,1,0,1,0
"37",5,0,1,1,1,0,0,0,1,1,0
"38",2,1,0,0,1,0,0,0,0,0,0
"39",5,1,1,1,1,0,0,0,0,1,0
"40",4,1,0,0,1,1,1,0,0,0,0
"41",4,0,0,1,1,0,1,1,0,0,0
"42",3,0,0,1,1,1,0,0,0,0,0
"43",7,1,1,1,1,0,1,0,1,1,0
"44",5,1,0,1,0,1,1,0,1,0,0
"45",5,0,1,1,1,0,1,0,1,0,0
"46",4,1,1,0,1,0,0,0,0,1,0
"47",6,0,1,1,1,0,0,1,1,1,0
"48",4,0,0,1,1,1,0,0,0,1,0
"49",5,0,0,0,1,1,1,1,1,0,0
"50",4,1,0,0,0,0,1,0,1,1,0
"51",6,1,0,0,1,0,1,1,1,1,0
"52",3,0,0,0,1,0,0,0,1,1,0
"53",5,1,0,1,0,0,0,1,1,1,0
"54",5,0,1,1,0,0,1,0,1,1,0
"55",5,0,1,0,0,1,1,1,1,0,0
"56",5,0,0,0,1,1,1,1,0,1,0
"57",5,1,1,1,0,0,0,1,0,1,0
"58",5,0,1,0,0,1,1,1,0,1,0
"59",5,1,1,0,0,0,1,1,1,0,0
"60",4,1,0,0,1,1,0,0,0,1,0
"61",6,1,1,0,1,0,1,0,1,1,0
"62",7,0,1,1,0,1,1,1,1,1,0
"63",4,0,0,1,1,0,1,0,1,0,0
"64",4,1,0,1,0,1,0,0,1,0,0
"65",4,1,0,1,0,1,1,0,0,0,0
"66",5,0,1,1,0,1,1,1,0,0,0
"67",3,1,1,0,0,0,0,1,0,0,0
"68",4,0,0,0,1,0,1,0,1,1,0
"69",5,0,0,0,1,1,1,0,1,1,0
"70",5,1,0,1,0,1,0,1,0,1,0
"71",4,1,0,0,1,1,1,0,0,0,0
"72",4,0,1,1,0,0,0,1,0,1,0
"73",3,0,0,0,0,0,1,1,0,1,0
"74",3,1,0,0,0,1,0,1,0,0,0
"75",6,0,1,1,1,1,1,0,1,0,0
"76",2,0,0,1,0,1,0,0,0,0,0
"77",2,0,0,0,0,1,0,0,0,1,0
"78",4,1,0,1,1,1,0,0,0,0,0
"79",4,0,0,1,1,0,1,1,0,0,0
"80",5,1,1,0,1,0,1,1,0,0,0
"81",3,1,0,0,0,0,1,0,0,1,0
"82",8,0,1,1,1,1,1,1,1,1,0
"83",4,0,0,0,1,1,0,0,1,1,0
"84",5,1,1,1,1,0,1,0,0,0,0
"85",6,1,0,0,1,1,1,0,1,1,0
"86",5,0,1,0,1,1,0,1,1,0,0
"87",5,1,0,1,1,0,0,1,0,1,0
"88",6,1,1,0,1,1,1,0,1,0,0
"89",4,0,0,1,0,1,1,1,0,0,0
"90",5,1,1,0,1,0,1,0,1,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
