"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",4,1,0,1,0,1,0,0,0,1,0
"2",5,0,1,0,1,0,1,0,1,1,0
"3",4,0,1,1,0,0,0,0,1,1,0
"4",5,1,1,0,0,1,0,0,1,1,0
"5",6,1,0,1,0,1,1,1,0,1,0
"6",4,0,1,1,0,0,1,1,0,0,0
"7",7,1,1,1,1,0,1,1,1,0,0
"8",5,1,0,1,1,1,0,0,0,1,0
"9",7,1,0,1,1,0,1,1,1,1,0
"10",5,1,0,1,0,0,1,1,0,1,0
"11",3,0,1,0,1,0,0,0,1,0,0
"12",5,1,1,0,1,0,1,0,0,1,0
"13",4,0,0,1,1,1,0,0,0,1,0
"14",5,0,0,1,1,1,0,1,1,0,0
"15",4,1,0,0,0,1,0,1,1,0,0
"16",4,0,0,1,1,1,0,1,0,0,0
"17",5,1,1,1,0,0,1,0,1,0,0
"18",3,1,0,0,0,0,1,1,0,0,0
"19",3,0,0,0,0,0,1,1,0,1,0
"20",5,1,0,1,1,0,1,0,0,1,0
"21",4,1,0,0,1,0,0,1,1,0,0
"22",5,1,1,0,1,1,0,0,1,0,0
"23",6,1,1,0,0,1,1,1,1,0,0
"24",3,1,1,1,0,0,0,0,0,0,0
"25",3,0,1,0,0,1,1,0,0,0,0
"26",6,1,1,0,1,1,0,1,1,0,0
"27",5,0,0,1,1,1,1,1,0,0,0
"28",7,1,0,1,0,1,1,1,1,1,0
"29",5,1,0,1,1,0,1,1,0,0,0
"30",1,0,0,0,1,0,0,0,0,0,0
"31",3,0,0,1,0,0,0,1,0,1,0
"32",5,0,0,0,1,0,1,1,1,1,0
"33",4,1,0,1,0,0,1,0,0,1,0
"34",6,1,0,0,1,1,1,1,1,0,0
"35",6,1,1,1,0,0,1,0,1,1,0
"36",4,0,1,0,0,0,1,0,1,1,0
"37",6,1,1,1,0,1,1,0,0,1,0
"38",2,0,0,0,1,0,0,1,0,0,0
"39",5,1,1,0,0,1,0,1,0,1,0
"40",6,1,1,1,1,1,0,1,0,0,0
"41",7,0,1,0,1,1,1,1,1,1,0
"42",5,0,1,0,1,0,1,0,1,1,0
"43",8,1,1,1,1,1,1,0,1,1,0
"44",5,1,1,1,0,1,0,0,1,0,0
"45",5,0,1,1,0,1,0,1,0,1,0
"46",3,1,0,0,0,0,1,0,0,1,0
"47",6,0,1,1,1,1,0,0,1,1,0
"48",5,1,0,0,1,0,1,1,0,1,0
"49",4,0,1,0,0,1,1,0,0,1,0
"50",4,0,1,1,0,0,1,0,1,0,0
"51",5,1,1,0,0,1,0,0,1,1,0
"52",7,0,1,1,1,1,1,1,1,0,0
"53",3,0,0,0,1,1,0,0,0,1,0
"54",2,0,0,0,1,0,0,0,0,1,0
"55",6,1,1,0,1,1,0,1,0,1,0
"56",3,1,0,0,1,0,0,1,0,0,0
"57",5,0,1,0,0,0,1,1,1,1,0
"58",6,0,0,0,1,1,1,1,1,1,0
"59",2,0,0,1,0,0,0,0,1,0,0
"60",6,1,0,1,1,0,1,1,1,0,0
"61",4,0,0,1,0,1,0,0,1,1,0
"62",4,0,1,0,1,0,1,0,0,1,0
"63",4,0,0,1,1,1,0,0,0,1,0
"64",4,1,0,1,1,1,0,0,0,0,0
"65",5,1,1,1,0,1,0,1,0,0,0
"66",6,0,0,1,0,1,1,1,1,1,0
"67",4,0,0,1,1,1,0,0,0,1,0
"68",4,1,0,1,0,0,1,1,0,0,0
"69",4,1,0,0,1,0,0,0,1,1,0
"70",5,1,1,1,0,0,0,0,1,1,0
"71",3,0,1,0,0,0,0,1,0,1,0
"72",4,0,0,1,1,0,1,1,0,0,0
"73",6,1,1,1,1,0,1,0,0,1,0
"74",7,1,1,1,1,0,1,1,0,1,0
"75",6,1,0,0,1,0,1,1,1,1,0
"76",8,0,1,1,1,1,1,1,1,1,0
"77",6,1,0,1,1,1,1,0,0,1,0
"78",4,1,0,1,1,0,0,0,1,0,0
"79",6,1,1,0,1,1,1,0,1,0,0
"80",3,0,1,1,0,0,0,0,1,0,0
"81",6,1,1,0,1,1,0,1,1,0,0
"82",4,1,0,0,1,0,1,0,0,1,0
"83",7,1,0,1,1,0,1,1,1,1,0
"84",4,0,1,1,1,1,0,0,0,0,0
"85",3,0,1,0,1,1,0,0,0,0,0
"86",4,1,0,0,1,1,0,0,0,1,0
"87",3,1,1,1,0,0,0,0,0,0,0
"88",3,0,1,1,1,0,0,0,0,0,0
"89",5,1,1,0,0,1,0,1,0,1,0
"90",3,0,0,0,0,1,1,0,0,1,0
"91",7,1,1,1,1,1,1,0,0,1,0
"92",5,1,1,1,1,0,1,0,0,0,0
"93",3,1,0,1,0,0,1,0,0,0,0
"94",5,1,0,1,0,0,0,1,1,1,0
"95",6,0,1,1,1,1,1,0,0,1,0
"96",5,0,0,1,1,0,1,0,1,1,0
"97",5,0,0,1,1,1,0,1,1,0,0
"98",4,0,1,0,0,1,0,1,0,1,0
"99",7,0,1,1,0,1,1,1,1,1,0
"100",1,0,0,0,0,0,0,0,0,0,1
