"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",7,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"2",9,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
"3",11,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0
"4",8,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"5",6,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
"6",12,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0
"7",10,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0
"8",11,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0
"9",16,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
"10",14,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0
"11",14,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
"12",12,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0
"13",12,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0
"14",6,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"15",9,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0
"16",8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0
"17",8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
"18",8,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0
"19",9,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0
"20",9,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
"21",10,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0
"22",11,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0
"23",11,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
"24",10,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0
"25",13,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0
"26",7,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"27",9,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0
"28",9,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
"29",7,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0
"30",7,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
"31",7,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
"32",13,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0
"33",10,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0
"34",9,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0
"35",9,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
"36",11,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0
"37",9,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0
"38",10,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
"39",7,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
"40",11,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0
"41",9,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0
"42",11,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0
"43",11,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0
"44",9,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0
"45",12,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0
"46",5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"47",6,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
"48",11,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0
"49",8,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0
"50",8,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
