"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",5,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"3",4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4",2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"9",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"15",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"17",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21",4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"22",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"23",3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"24",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"26",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"27",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"30",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"31",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"33",5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
"34",3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"38",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"39",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"44",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"49",5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
"50",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"56",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"58",3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"61",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"64",2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
