"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
"2",12,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0
"3",12,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0
"4",11,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0
"5",10,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0
"6",6,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
"7",6,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"8",6,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
"9",9,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
"10",12,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0
"11",6,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
"12",8,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
"13",8,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0
"14",10,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0
"15",8,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"16",13,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
"17",11,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0
"18",7,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"19",11,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
"20",13,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"21",9,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
"22",10,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0
"23",12,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0
"24",8,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
"25",9,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0
"26",10,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0
"27",8,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0
"28",8,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0
"29",11,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0
"30",10,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0
"31",9,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0
"32",10,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
"33",8,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0
"34",9,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0
"35",8,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
"36",11,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0
"37",10,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0
"38",5,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"39",3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"40",10,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0
"41",10,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0
"42",13,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0
"43",9,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,0
"44",10,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0
"45",11,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0
"46",10,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0
"47",8,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0
"48",8,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"49",4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"50",10,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0
"51",11,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0
"52",9,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
"53",6,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
"54",10,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0
"55",6,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
"56",12,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0
"57",9,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0
"58",11,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0
"59",11,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0
"60",9,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0
"61",7,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
"62",8,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0
"63",7,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"64",8,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0
"65",9,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0
"66",5,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"67",8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
"68",10,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0
"69",9,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
"70",6,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"71",10,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0
"72",8,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
"73",12,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0
"74",7,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0
"75",7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0
"76",6,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"77",9,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0
"78",6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
"79",10,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0
"80",7,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"81",8,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0
"82",10,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
"83",9,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0
"84",8,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"85",15,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0
"86",15,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0
"87",9,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
"88",10,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
"89",11,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0
"90",9,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
"91",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
