"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",6,1,1,1,1,0,0,1,0,1,0
"2",3,0,0,1,1,0,0,0,0,1,0
"3",7,1,1,1,1,1,1,1,0,0,0
"4",6,0,1,1,1,0,1,0,1,1,0
"5",8,1,1,1,1,1,0,1,1,1,0
"6",5,0,0,1,0,1,1,0,1,1,0
"7",9,1,1,1,1,1,1,1,1,1,0
"8",6,0,1,1,1,1,1,0,0,1,0
"9",7,1,1,1,1,1,0,1,1,0,0
"10",5,1,0,0,1,1,1,1,0,0,0
"11",2,1,0,1,0,0,0,0,0,0,0
"12",2,1,0,0,0,1,0,0,0,0,0
"13",6,1,1,1,0,0,1,1,1,0,0
"14",5,1,1,0,0,1,1,1,0,0,0
"15",4,0,0,0,1,1,0,1,1,0,0
"16",5,1,0,0,1,1,1,1,0,0,0
"17",7,1,1,0,1,1,0,1,1,1,0
"18",4,1,1,0,1,0,0,1,0,0,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
