"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3",3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"4",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"8",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"9",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"13",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"15",4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"16",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"17",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"18",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"19",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"21",3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"25",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"30",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"31",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"34",3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"35",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"36",3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"37",4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
"38",5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"41",3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"42",3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"43",6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
"44",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"45",3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"46",4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"47",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"48",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"52",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"53",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"58",3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"59",5,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"62",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
