"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",11,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
"2",9,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
"3",10,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
"4",14,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
"5",5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
"6",14,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0
"7",5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0
"8",10,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0
"9",10,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
"10",5,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"11",8,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0
"12",12,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0
"13",10,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
"14",8,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0
"15",10,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0
"16",11,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0
"17",9,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0
"18",8,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
"19",10,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0
"20",8,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
"21",11,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
"22",6,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"23",11,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
"24",9,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
"25",10,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
"26",7,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
"27",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0
"28",8,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0
"29",10,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
"30",8,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
"31",11,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0
"32",13,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"33",11,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0
"34",7,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0
"35",5,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"36",12,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0
"37",9,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0
"38",6,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"39",12,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0
"40",13,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0
"41",7,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"42",9,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
"43",11,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0
"44",10,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0
"45",7,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
"46",9,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0
"47",6,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0
"48",13,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0
"49",8,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
"50",10,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0
"51",12,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0
"52",12,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0
"53",10,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0
"54",9,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
"55",11,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0
"56",8,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
"57",11,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0
"58",11,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
"59",9,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
"60",10,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0
"61",8,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"62",10,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0
"63",11,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0
"64",11,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0
"65",12,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
"66",10,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"67",9,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0
"68",14,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0
"69",8,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
"70",8,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
"71",9,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0
"72",8,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0
"73",7,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
"74",11,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0
"75",8,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
"76",8,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0
