"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3",4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"4",3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"5",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"9",3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"11",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"13",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"14",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"20",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"21",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"25",3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"26",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"28",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"29",3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"30",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"32",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"35",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"36",2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"37",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38",5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
"39",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"40",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"41",2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"43",3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"45",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"54",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
"62",4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"63",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"64",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"65",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"69",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"70",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"72",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"73",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"77",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"78",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"79",4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"80",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
