"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"9",4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"11",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"12",4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"13",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"15",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"16",4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"17",2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"18",4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"19",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"20",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"21",6,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
"22",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"23",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"24",3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"26",4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"27",3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"28",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"30",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"31",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"33",4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"34",2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"35",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"36",2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"37",2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"38",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"39",4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"40",3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"41",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"42",4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
"43",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"44",2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
