"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Test_10","Test_11","Test_12","Test_13","Test_14","Test_15","Test_16","Test_17","Test_18","Test_19","Focal"
"1",18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"2",15,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
"3",18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"4",18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"5",16,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
"6",18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"7",16,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
"8",18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"9",16,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
"10",16,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"11",16,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0
"12",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"13",17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
"14",17,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"15",16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
"16",18,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"17",16,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
"18",17,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"19",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"20",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"21",16,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"22",14,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0
"23",17,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"24",17,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"25",17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
"26",16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
"27",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"28",18,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"29",19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"30",18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"31",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"32",17,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"33",15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"34",17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0
"35",18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"36",17,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
"37",16,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0
"38",18,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"39",16,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"40",18,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"41",16,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0
"42",15,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"43",17,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"44",16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
"45",16,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0
"46",16,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"47",18,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"48",17,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
"49",17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"50",18,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"51",16,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
"52",17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0
"53",15,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"54",18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"55",15,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"56",13,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0
"57",18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
