"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",4,0,0,1,1,0,1,0,0,1,0
"2",4,1,0,0,1,0,0,1,0,1,0
"3",2,0,0,0,0,0,0,1,1,0,0
"4",6,1,1,1,1,1,0,1,0,0,0
"5",3,0,0,0,0,0,1,1,1,0,0
"6",3,0,0,1,0,0,0,0,1,1,0
"7",7,0,1,1,1,1,1,1,0,1,0
"8",6,0,1,1,1,1,0,0,1,1,0
"9",3,0,1,0,0,1,0,0,0,1,0
"10",3,0,0,0,1,0,1,1,0,0,0
"11",3,0,1,0,1,0,0,0,0,1,0
"12",7,0,1,1,1,0,1,1,1,1,0
"13",5,0,1,1,0,1,0,1,1,0,0
"14",4,0,0,1,1,0,1,1,0,0,0
"15",2,1,0,0,0,0,0,0,1,0,0
"16",6,1,1,0,0,1,1,0,1,1,0
"17",4,0,1,1,0,1,1,0,0,0,0
"18",5,1,1,1,0,1,0,1,0,0,0
"19",6,0,1,1,1,0,0,1,1,1,0
"20",7,1,1,1,0,0,1,1,1,1,0
"21",5,1,1,0,1,0,0,0,1,1,0
"22",5,0,1,0,1,0,1,1,0,1,0
"23",4,0,1,0,0,1,0,0,1,1,0
"24",6,1,1,0,1,0,1,1,0,1,0
"25",1,0,0,0,0,0,0,0,0,1,0
"26",4,0,1,1,0,0,0,1,1,0,0
"27",2,0,0,0,0,1,0,0,1,0,0
"28",4,0,0,0,1,1,0,0,1,1,0
"29",5,0,1,1,0,1,1,0,1,0,0
"30",7,0,1,1,1,1,1,1,1,0,0
"31",5,1,0,1,1,0,1,1,0,0,0
"32",4,0,0,0,1,1,1,0,0,1,0
"33",6,1,1,1,0,0,1,0,1,1,0
"34",4,1,0,0,0,1,0,1,1,0,0
"35",6,1,1,1,1,1,0,1,0,0,0
"36",5,0,0,1,0,1,1,1,0,1,0
"37",5,1,0,0,1,1,1,0,0,1,0
"38",0,0,0,0,0,0,0,0,0,0,0
"39",6,1,0,1,1,1,0,0,1,1,0
"40",6,1,1,0,1,1,1,0,1,0,0
"41",6,1,0,1,1,1,0,1,1,0,0
"42",3,0,1,0,0,0,1,0,1,0,0
"43",6,1,0,1,1,0,1,1,1,0,0
"44",5,1,0,1,1,0,1,1,0,0,0
"45",6,1,1,0,1,0,1,0,1,1,0
"46",3,0,0,1,0,0,1,1,0,0,0
"47",4,0,0,1,0,1,0,1,0,1,0
"48",5,1,0,1,1,1,0,0,0,1,0
"49",4,1,0,0,1,0,0,1,1,0,0
"50",2,1,0,0,1,0,0,0,0,0,0
"51",2,0,0,1,0,0,0,0,1,0,0
"52",5,1,1,1,0,0,0,1,1,0,0
"53",5,1,1,1,0,1,0,0,1,0,0
"54",5,0,1,0,0,1,1,1,1,0,0
"55",6,0,0,1,0,1,1,1,1,1,0
"56",7,0,1,1,1,1,1,1,0,1,0
"57",6,0,1,1,1,1,0,1,1,0,0
"58",6,1,0,1,1,1,0,1,0,1,0
"59",4,1,1,0,1,0,0,1,0,0,0
"60",5,0,1,1,0,0,1,1,0,1,0
"61",3,1,1,0,0,0,0,0,0,1,0
"62",3,1,0,0,1,0,0,1,0,0,0
"63",5,0,0,1,1,1,0,0,1,1,0
"64",4,0,0,0,1,1,1,0,0,1,0
"65",5,1,0,0,1,0,0,1,1,1,0
"66",3,1,0,0,0,0,1,0,0,1,0
"67",3,0,0,1,0,1,0,1,0,0,0
"68",4,1,1,0,0,0,1,0,1,0,0
"69",4,1,0,0,0,1,0,0,1,1,0
"70",7,1,1,1,0,1,0,1,1,1,0
"71",3,0,1,0,0,1,1,0,0,0,0
"72",2,1,0,0,1,0,0,0,0,0,0
"73",6,1,1,0,1,0,0,1,1,1,0
"74",4,0,1,0,1,1,0,0,0,1,0
"75",5,1,1,0,0,1,1,1,0,0,0
"76",5,0,1,1,0,1,0,1,0,1,0
"77",4,1,0,0,1,0,0,0,1,1,0
"78",6,0,1,0,1,1,1,1,0,1,0
"79",5,1,0,1,0,1,0,1,1,0,0
"80",4,1,1,0,0,1,0,1,0,0,0
"81",5,1,0,1,1,1,0,0,1,0,0
"82",4,0,0,1,0,1,0,1,0,1,0
"83",7,1,1,0,1,1,1,1,0,1,0
"84",6,1,1,1,0,1,0,1,0,1,0
"85",3,0,0,0,1,0,1,1,0,0,0
"86",6,0,1,1,1,1,0,0,1,1,0
"87",7,0,1,1,1,1,1,1,0,1,0
"88",6,0,1,1,0,0,1,1,1,1,0
"89",7,0,0,1,1,1,1,1,1,1,0
"90",4,0,1,1,0,0,0,1,0,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
