"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",1,0,0,0,0,1,0,0,0,0,0
"2",0,0,0,0,0,0,0,0,0,0,0
"3",1,0,0,0,0,0,0,0,0,1,0
"4",2,0,0,0,0,0,1,1,0,0,0
"5",1,0,0,0,0,0,0,0,1,0,0
"6",0,0,0,0,0,0,0,0,0,0,0
"7",1,0,0,0,0,0,0,0,1,0,0
"8",1,0,0,0,0,0,0,0,1,0,0
"9",1,0,0,1,0,0,0,0,0,0,0
"10",2,0,0,0,0,1,0,1,0,0,0
"11",1,0,0,0,0,1,0,0,0,0,0
"12",1,0,0,0,0,0,1,0,0,0,0
"13",1,0,0,0,0,1,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0
"15",1,0,0,0,0,0,0,1,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0
"17",1,0,0,0,1,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0
"19",1,0,0,0,0,0,0,0,0,1,0
"20",1,0,0,0,0,0,0,0,1,0,0
"21",2,0,0,0,1,0,0,0,0,1,0
"22",1,0,0,0,0,1,0,0,0,0,0
"23",0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0
"25",2,0,0,1,0,0,0,1,0,0,0
"26",1,0,0,0,0,0,0,0,1,0,0
"27",0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0
"29",3,0,0,0,1,0,0,1,1,0,0
"30",1,0,0,0,1,0,0,0,0,0,0
"31",1,0,0,0,0,1,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0
"33",1,0,0,0,0,0,0,0,0,1,0
"34",0,0,0,0,0,0,0,0,0,0,0
"35",1,0,0,0,0,1,0,0,0,0,0
"36",1,0,0,0,0,0,0,0,1,0,0
"37",0,0,0,0,0,0,0,0,0,0,0
"38",1,0,0,0,1,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0,0,0
"40",1,0,1,0,0,0,0,0,0,0,0
"41",2,0,0,0,0,1,0,1,0,0,0
"42",3,0,0,0,1,1,0,0,1,0,0
"43",1,1,0,0,0,0,0,0,0,0,0
"44",2,0,0,1,0,0,1,0,0,0,0
"45",2,1,0,0,0,0,0,0,0,1,0
"46",0,0,0,0,0,0,0,0,0,0,0
"47",0,0,0,0,0,0,0,0,0,0,0
"48",1,0,0,1,0,0,0,0,0,0,0
"49",3,1,0,0,0,1,1,0,0,0,0
"50",1,1,0,0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0
"52",0,0,0,0,0,0,0,0,0,0,0
"53",2,1,0,0,0,0,1,0,0,0,0
"54",1,0,0,0,0,0,0,0,0,1,0
"55",1,0,0,0,0,0,1,0,0,0,0
"56",0,0,0,0,0,0,0,0,0,0,0
"57",0,0,0,0,0,0,0,0,0,0,0
"58",0,0,0,0,0,0,0,0,0,0,0
"59",0,0,0,0,0,0,0,0,0,0,0
"60",2,0,0,0,1,0,0,0,1,0,0
"61",0,0,0,0,0,0,0,0,0,0,0
"62",3,1,0,1,0,0,0,0,0,1,0
"63",3,0,1,1,1,0,0,0,0,0,0
"64",0,0,0,0,0,0,0,0,0,0,0
"65",0,0,0,0,0,0,0,0,0,0,0
"66",2,1,1,0,0,0,0,0,0,0,0
"67",0,0,0,0,0,0,0,0,0,0,0
"68",1,0,0,1,0,0,0,0,0,0,0
"69",1,0,0,0,0,0,1,0,0,0,0
"70",0,0,0,0,0,0,0,0,0,0,0
"71",2,0,0,0,1,1,0,0,0,0,0
"72",2,1,0,1,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0
"74",1,0,0,0,0,0,0,0,0,1,0
"75",2,0,0,0,0,1,1,0,0,0,0
"76",0,0,0,0,0,0,0,0,0,0,0
"77",0,0,0,0,0,0,0,0,0,0,0
"78",2,0,0,0,1,0,0,0,1,0,0
"79",1,0,0,0,0,0,1,0,0,0,0
"80",0,0,0,0,0,0,0,0,0,0,0
"81",0,0,0,0,0,0,0,0,0,0,0
"82",1,0,0,0,0,0,0,1,0,0,0
"83",0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,0,0,0,0
"85",1,1,0,0,0,0,0,0,0,0,0
"86",2,0,0,0,0,1,0,1,0,0,0
"87",2,0,0,1,0,0,1,0,0,0,0
"88",2,0,0,0,0,0,1,0,1,0,0
"89",0,0,0,0,0,0,0,0,0,0,0
"90",0,0,0,0,0,0,0,0,0,0,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
