"","Fitness","Test_1","Test_2","Test_3","Test_4","Test_5","Test_6","Test_7","Test_8","Test_9","Focal"
"1",2,0,0,0,1,1,0,0,0,0,0
"2",5,0,1,1,0,1,1,1,0,0,0
"3",4,1,0,1,1,0,0,0,1,0,0
"4",4,0,0,0,1,1,0,1,1,0,0
"5",6,1,1,0,1,0,0,1,1,1,0
"6",3,1,1,0,0,0,0,0,1,0,0
"7",5,0,1,1,1,1,1,0,0,0,0
"8",5,0,0,1,1,0,1,1,1,0,0
"9",5,1,1,1,1,0,0,0,1,0,0
"10",2,0,0,1,0,0,0,0,0,1,0
"11",7,1,0,1,1,1,1,0,1,1,0
"12",4,0,0,0,1,0,1,1,0,1,0
"13",2,0,0,0,0,1,0,0,0,1,0
"14",5,0,1,1,1,0,0,1,0,1,0
"15",6,1,1,1,0,1,1,0,0,1,0
"16",7,1,0,1,1,0,1,1,1,1,0
"17",6,0,1,0,1,1,1,1,0,1,0
"18",3,0,0,1,0,0,0,1,0,1,0
"19",1,0,0,0,0,0,0,0,0,0,1
"20",1,0,0,0,0,0,0,0,0,0,1
