"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Test_ 10","Test_ 11","Test_ 12","Test_ 13","Test_ 14","Test_ 15","Test_ 16","Test_ 17","Test_ 18","Test_ 19","Focal"
"1",5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"3",4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6",3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"7",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"8",3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"14",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"15",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"17",4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"18",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"19",3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"22",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"23",6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
"24",3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"29",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"31",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"34",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"38",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"46",3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"47",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"48",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"49",4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"50",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"51",2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"52",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"54",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"55",3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"56",2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"59",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"60",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"62",3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
