"","Fitness","Test_ 1","Test_ 2","Test_ 3","Test_ 4","Test_ 5","Test_ 6","Test_ 7","Test_ 8","Test_ 9","Focal"
"1",8,1,1,1,1,1,1,0,1,1,0
"2",7,0,1,1,1,1,1,0,1,1,0
"3",9,1,1,1,1,1,1,1,1,1,0
"4",9,1,1,1,1,1,1,1,1,1,0
"5",6,1,0,1,1,0,1,0,1,1,0
"6",6,1,1,1,0,1,0,0,1,1,0
"7",8,1,1,1,1,0,1,1,1,1,0
"8",9,1,1,1,1,1,1,1,1,1,0
"9",9,1,1,1,1,1,1,1,1,1,0
"10",8,1,0,1,1,1,1,1,1,1,0
"11",8,1,1,0,1,1,1,1,1,1,0
"12",9,1,1,1,1,1,1,1,1,1,0
"13",8,1,1,1,1,1,1,1,0,1,0
"14",9,1,1,1,1,1,1,1,1,1,0
"15",9,1,1,1,1,1,1,1,1,1,0
"16",8,1,1,1,1,1,1,1,1,0,0
"17",9,1,1,1,1,1,1,1,1,1,0
"18",9,1,1,1,1,1,1,1,1,1,0
"19",7,0,1,1,1,0,1,1,1,1,0
"20",9,1,1,1,1,1,1,1,1,1,0
"21",7,1,0,1,1,1,1,1,1,0,0
"22",7,0,1,1,1,0,1,1,1,1,0
"23",8,1,1,1,0,1,1,1,1,1,0
"24",7,1,1,1,1,1,0,1,1,0,0
"25",9,1,1,1,1,1,1,1,1,1,0
"26",8,1,1,1,1,1,0,1,1,1,0
"27",9,1,1,1,1,1,1,1,1,1,0
"28",7,0,1,1,1,1,0,1,1,1,0
"29",9,1,1,1,1,1,1,1,1,1,0
"30",8,0,1,1,1,1,1,1,1,1,0
"31",8,1,1,1,1,0,1,1,1,1,0
"32",9,1,1,1,1,1,1,1,1,1,0
"33",9,1,1,1,1,1,1,1,1,1,0
"34",9,1,1,1,1,1,1,1,1,1,0
"35",9,1,1,1,1,1,1,1,1,1,0
"36",8,1,0,1,1,1,1,1,1,1,0
"37",8,1,1,1,1,1,0,1,1,1,0
"38",8,1,1,1,1,1,1,1,0,1,0
"39",9,1,1,1,1,1,1,1,1,1,0
"40",8,1,1,1,1,0,1,1,1,1,0
"41",8,1,1,1,1,1,1,0,1,1,0
"42",8,1,1,1,1,1,1,1,1,0,0
"43",7,1,0,1,0,1,1,1,1,1,0
"44",9,1,1,1,1,1,1,1,1,1,0
"45",9,1,1,1,1,1,1,1,1,1,0
"46",8,1,1,1,1,1,1,1,0,1,0
"47",9,1,1,1,1,1,1,1,1,1,0
"48",8,1,1,1,1,1,1,0,1,1,0
"49",7,0,1,1,1,1,1,1,0,1,0
"50",8,1,1,0,1,1,1,1,1,1,0
"51",9,1,1,1,1,1,1,1,1,1,0
"52",7,1,1,1,1,1,1,1,0,0,0
"53",8,1,1,1,1,1,1,1,0,1,0
"54",9,1,1,1,1,1,1,1,1,1,0
"55",7,1,0,1,1,1,0,1,1,1,0
"56",8,1,1,1,1,1,1,1,1,0,0
"57",8,1,0,1,1,1,1,1,1,1,0
"58",9,1,1,1,1,1,1,1,1,1,0
"59",9,1,1,1,1,1,1,1,1,1,0
"60",8,1,1,1,0,1,1,1,1,1,0
"61",9,1,1,1,1,1,1,1,1,1,0
"62",7,1,1,0,1,1,1,1,1,0,0
"63",8,1,0,1,1,1,1,1,1,1,0
"64",9,1,1,1,1,1,1,1,1,1,0
"65",8,1,1,1,0,1,1,1,1,1,0
"66",6,1,1,1,0,0,1,1,0,1,0
"67",8,1,1,1,0,1,1,1,1,1,0
"68",7,1,0,1,1,1,1,1,0,1,0
"69",7,1,1,1,1,1,0,1,1,0,0
"70",9,1,1,1,1,1,1,1,1,1,0
"71",8,1,0,1,1,1,1,1,1,1,0
"72",8,1,0,1,1,1,1,1,1,1,0
"73",7,0,1,1,1,0,1,1,1,1,0
"74",7,0,1,1,1,1,0,1,1,1,0
"75",7,1,1,0,1,1,0,1,1,1,0
"76",9,1,1,1,1,1,1,1,1,1,0
"77",8,1,1,1,1,1,1,1,1,0,0
"78",5,1,0,0,1,0,0,1,1,1,0
"79",9,1,1,1,1,1,1,1,1,1,0
"80",8,1,1,1,1,1,1,0,1,1,0
"81",7,1,0,1,1,1,0,1,1,1,0
"82",8,1,0,1,1,1,1,1,1,1,0
"83",7,0,1,1,1,0,1,1,1,1,0
"84",9,1,1,1,1,1,1,1,1,1,0
"85",7,0,1,1,0,1,1,1,1,1,0
"86",9,1,1,1,1,1,1,1,1,1,0
"87",7,1,0,1,1,0,1,1,1,1,0
"88",7,1,1,1,0,1,1,1,1,0,0
"89",7,1,1,0,0,1,1,1,1,1,0
"90",8,1,0,1,1,1,1,1,1,1,0
"91",1,0,0,0,0,0,0,0,0,0,1
"92",1,0,0,0,0,0,0,0,0,0,1
"93",1,0,0,0,0,0,0,0,0,0,1
"94",1,0,0,0,0,0,0,0,0,0,1
"95",1,0,0,0,0,0,0,0,0,0,1
"96",1,0,0,0,0,0,0,0,0,0,1
"97",1,0,0,0,0,0,0,0,0,0,1
"98",1,0,0,0,0,0,0,0,0,0,1
"99",1,0,0,0,0,0,0,0,0,0,1
"100",1,0,0,0,0,0,0,0,0,0,1
